,Text,Ground truth,Prediction,Probability
34,"can the uptake of breast screening by asian women be increased a randomized controlled trial of a linkworker intervention This study investigates the effectiveness of a linkworker intervention, giving encouragement and explanations about breast screening, on the subsequent attendance for screening by Asian women. The control group received no visits. The study population comprised all women with Asian names, from a batch of general practices where high proportions of patients were Asian, who were invited for screening. It was found that 59 per cent of the intervention group could be contacted by linkworkers. No difference in attendance was found between the intervention and control groups (49 per cent and 47 per cent). Twenty-five per cent of women were permanently or temporarily not resident at the invitation address. Attendance for screening was related to length of stay in the United Kingdom. This type of intervention was not a successful strategy for promoting uptake by Asian women, and indicates that it is essential to evaluate rigorously projects with such objectives.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 1, 0, 1, 0, 0, 0, 0, 0]","[1.0502878922125092e-06, 0.9999991655349731, 8.339458872796968e-06, 0.9997602105140686, 0.005363283213227987, 4.907070251647383e-05, 2.255195977340918e-05, 5.161885496818286e-07, 2.285670598212164e-05]"
35,"reasons underlying low fish consumption where availability is not an issue a case study in brazil one of the world s largest fish producers This research investigated consumer behavior toward fish in a population with low fish consumption, using the theory of planned behavior. A questionnaire was run on a sample of 200 fish consumers in the city of Rio Grande (RS, Brazil). The low frequency of fish consumption could be due to different barriers: a perceived difficulty in buying, preparing, cooking, the belief that it is expensive or the unpleasant sensory properties linked to fish (fishbones or smell). But there can also be cultural parameters determining habits and low consumption. Exploring the individual factors that determine fish consumption makes it possible to develop public policy strategies. Results showed that attitudes toward eating fish, subjective norms and perceived behavioral control all had a significant positive influence on the intention to eat fish. Intention and attitude both proved significant determinants of fish consumption frequency, with attitude inversely correlated to fish consumption. Habit appeared as an important discriminating variable for the consumption of fish. The findings show that the sampled population could be potentially bigger consumers of fish with the correct promotion strategies. The Brazilian government should plan campaigns to promote the habit of eating fish that use the idea of health-consciousness, target younger people and increase the appeals to give the family healthy food. Practical Applications The practical application of the theory of planned behavior as a tool to study a population with low fish consumption is that it aids the understanding of the factors and barriers influencing this behavior and facilitates planning for future changes in eating behavior.","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 1, 0, 0, 0]","[0.9999990463256836, 0.9997957348823547, 0.009423426352441311, 1.0749142347776797e-05, 3.508665145091072e-07, 0.9999979734420776, 0.00076812575571239, 5.825466473652341e-07, 5.759530949944747e-07]"
36,"inequities in valuation of benefits choice of drugs and mode of payment for malaria treatment services provided by community health workers in nigeria This study determined inequities of using community health workers (CHWs) for timely and appropriate treatment of malaria in terms of: 1) valuation of benefits; 2) actual purchase of drugs; and 3) payment modality in southeast Nigeria. Socioeconomic status (SES) influenced the valuation of benefits. Also, the poorest households consumed more of the cheaper drug and less of the more expensive drug (P < 0.05). The least poor households mostly paid in full, whereas the poorest households paid mostly through installments (P < 0.05). The use of CHWs improved overall geographic but not socioeconomic equity to the drugs. Hence, interventions for timely and appropriate treatment of malaria should be accompanied by drug delivery and payment strategies that would ensure SES equity in consumption of appropriate malaria treatment services.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[1, 0, 1, 0, 0, 0, 1, 0, 0]","[0.9999991655349731, 6.823787316534435e-06, 0.9931615591049194, 7.479670784960035e-06, 5.479932951857336e-06, 0.005166089162230492, 0.999997615814209, 6.805880730098579e-07, 5.236469405645039e-06]"
37,"randomised controlled trial of a lay led self management programme for bangladeshi patients with chronic disease Background Reducing the impact of chronic disease in minority ethnic groups is an important public health challenge. Lay-led education may overcome cultural and language barriers that limit the effectiveness of professionally–led programmes. We report the first randomised trial of a lay-led self-management programme — the Chronic Disease Self-Management Programme (CDSMP) (Expert Patient Programme) — in a south Asian group. Aim To determine the effectiveness of a culturally-adapted lay–led self-management programme for Bangladeshi adults with chronic disease. Design of study Randomised controlled trial. Setting Tower Hamlets, east London. Method We recruited Bangladeshi adults with diabetes, cardiovascular disease, respiratory disease or arthritis from general practices and randomised them to the CDSMP or waiting-list control. Self-efficacy (primary outcome), self-management behaviour, communication with clinician, depression scores, and healthcare use were assessed by blinded interviewer-administered questionnaires in Sylheti before randomisation and 4 months later. Results Of the 1363 people invited, 476 (34%) agreed to take part and 92% (439/476) of participants were followed up. The programme improved self-efficacy (difference: 0.67, 95% confidence interval [CI] = 0.08 to 1.25) and self-management behaviour (0.53; 95% CI = 0.01 to 1.06). In the 51% (121/238) of intervention participants attending three or more of the 6-weekly education sessions the programme led to greater improvements in self-efficacy (1.47; 95% CI = 0.50 to 1.82) and self-management behaviour (1.16; 95% CI = 0.50 to 1.82), and reduced HADS depression scores (0.64; 95% CI = 0.07 to 1.22). Communication and healthcare use were not significantly different between groups. The programme cost £123 (€181) per participant. Conclusion A culturally-adapted CDSMP improves self-efficacy and self-care behaviour in Bangladeshi patients with chronic disease. Effects on health status were marginal. Benefits were limited by moderate uptake and attendance.","[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 1, 0, 0, 0]","[1.020739546220284e-05, 0.9999992847442627, 1.0060174645332154e-05, 1.272352528758347e-05, 3.5249178154117544e-07, 0.8220211863517761, 7.625547482348338e-07, 8.88379020125285e-07, 0.00026360226911492646]"
38,"testing an integrated model of the theory of planned behaviour and self determination theory for different energy balance related behaviours and intervention intensities Objectives The aim of the study was to test the relations between constructs from the self-determination theory (autonomous and controlled motivation), the theory of planned behaviour (attitudes, self-efficacy, and intentions), and behaviour change within a theoretically integrated model. Additionally, the aim was to test if these relations vary by behaviour (physical activity or dietary behaviour) or intervention intensity (frequency). Design. It was a randomized controlled trial with a ‘usual care’ condition (medical screening only) and an intervention condition (medical screening+access to a website and coaching). Participants in the latter condition could freely determine their own intervention intensity. Methods. Participants (N= 287) completed measures of the theoretical constructs and behaviour at baseline and after the first intervention year (N= 236). Partial least squares path modelling was used. Results. Changes in autonomous motivation positively predicted changes in self-efficacy and intentions towards a healthy diet. Changes in controlled motivation positively predicted changes in attitudes towards physical activity, changes in self-efficacy, and changes in behavioural intentions. The intervention intensity moderated the effect of self-efficacy on intentions towards physical activity and the relationship between attitude and physical activity. Changes in physical activity were positively predicted by changes in intentions whereas desired changes in fat intake were negatively predicted by the intervention intensity. Conclusions Important relations within the theoretically integrated model were confirmed but others were not. Moderation effects were found for behaviour and intervention intensity.","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 1, 0, 0, 0]","[0.9999991655349731, 3.104397819697624e-06, 0.36215028166770935, 0.9992770552635193, 3.7036699040982057e-07, 0.9994556307792664, 9.046721061167773e-07, 6.276835620155907e-07, 6.713612492603716e-07]"
39,"most functional outcomes are similar for men and women after hip fracture a secondary analysis of the enhancing mobility after hip fracture trial The impact of gender on functional outcomes after hip fracture is not known. We aimed to determine the extent to which gender influenced functional outcome and response to exercise in older people after hip fracture, and to determine if any differences persisted after adjusting for cognition, weight and age. Secondary analysis of data from the Enhancing Mobility After Hip Fracture trial in which older people after hip fracture received either a lower or higher intensity exercise program. Functional outcomes included physical performance and self-reported measures. Regression models were used to compare genders at baseline, week 4 and week 16, with adjustment for baseline values, cognition, weight and age. Interaction terms were used to assess a differential impact of the intervention by gender. Outcome data were available for 160 participants, 30 men (19%) and 130 women (81%) at baseline, with the withdrawal of 4 men (13%) and 6 women (5%) at week 16. There were no gender differences for any baseline measures or for most of the 19 functional outcome measures at weeks 4 and 16. At week 4 men performed better in knee extensor strength (2.1kg, 95% CI 0.6 to 3.7, p < 0.01). This difference did not persist after adjustment for body weight, however persisted after adjusting for baseline, cognition, and age (p = 0.038). At week 4, men performed better in coordinated stability (-10.0 error score, 95% CI -17.6 to -2.4, p=0.010) and this persisted after adjusting for baseline values only but not for cognition and age (p = 0.073). At week 16, men performed better in coordinated stability (-10.2 error score, 95% CI -18.4 to -1.9, p=0.016) and this persisted after adjusting only for cognitive impairment (p = 0.029) but not for age and baseline (p = 0.135). There was no indication of a differential impact of intervention type on the basis of gender. A few between gender differences were observed in strength and balance, however these appeared to be confounded by body weight, age and/or cognition.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1, 0, 1, 0, 0, 1]","[0.8161106705665588, 1.6535840359210852e-06, 3.903598917531781e-05, 0.9999791383743286, 3.5275240861665225e-07, 0.9999966621398926, 9.247216326002672e-07, 0.000975598581135273, 0.9999949932098389]"
40,"socioeconomic status and cancer survival in ontario BACKGROUND AND PURPOSEIt is known that the socioeconomic status (SES) of the patient is associated with cancer survival in the United States. The purpose of this study was to determine whether the association between SES and survival is also present in Canada, a society with a comprehensive, universal, health insurance program.METHODSA population-based cancer registry was used to identify the 357,530 cases of invasive cancer diagnosed in the Canadian province of Ontario between 1982 and 1991. Information from the 1986 Canadian census was linked to the registry and used to describe the SES of the area in which each patient resided. Cox regression was used to describe the association between median household income and survival while controlling for age, sex, and the region in which the patient resided. The Cox model was fitted in a competing risk framework to assess the association between income and the probability of specific causes of death.RESULTSLung cancer and cancers of the head and neck region were...","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 1, 1, 0, 0]","[6.721575687151926e-07, 1.18126115467021e-06, 8.704050742380787e-06, 4.416071988089243e-06, 4.169258147612709e-07, 0.9979941844940186, 0.999998927116394, 6.814415201006341e-07, 5.611011602013605e-07]"
41,"promoting handwashing behavior in peru the effect of large scale mass media and community level interventions This brief summarizes the results of a gender impact evaluation study, entitled Promoting hand washing behavior in Peru : the effect of large-scale mass-media and community level interventions, conducted between September 2009 and November 2010 in Peru. The study observed the impact of large-scale intervention that includes a mass media provincial campaign and a district-level community component on hand washing knowledge or hand washing behavior on the household level. The mass media intervention alone was not effective in reaching the targeted population with hand washing messages and failed to improve knowledge and beliefs of mothers and caregivers around hand washing behavior. The district level interventions were effective at getting their message to the target audience. The treated group was 19.4 percent more likely to report having received the messages. Care givers knowledge about hand washing increased by 6 percent and the availability of soap and water within the household increased by 8.4 percent. These changes did not lead to better child health including prevalence of parasites and bacteria. Funding for the study derived from the Water and Sanitation Project.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 1, 1, 0, 0]","[0.9976533055305481, 6.5775798248068895e-06, 0.0003285175480414182, 1.0234825822408311e-05, 3.4156985861955036e-07, 0.9999961853027344, 0.9999790191650391, 6.249300668059732e-07, 5.766669914919476e-07]"
42,"fortifying milk with ferrous gluconate and zinc oxide in a public nutrition program reduced the prevalence of anemia in toddlers We aimed to assess the efficacy of whole cow s milk fortified with ferrous gluconate and zinc oxide, along with ascorbic acid, in reducing the prevalence of anemia and improving iron status of low income children 10-30 mo of age. Healthy children were randomly assigned to drink 400 mL/d of cow s whole milk, either fortified milk (FM) with 5.8 mg/400 mL of iron as ferrous gluconate, 5.28 mg/400 mL of zinc as zinc oxide, and 48 mg/400 mL of ascorbic acid, or nonfortified milk (NFM) with 0.2 mg iron/400 mL, 1.9 mg zinc/400 mL, and 6.8 mg ascorbic acid/400 mL. Hemoglobin, serum ferritin, soluble transferrin receptors (TfR), and C-reactive protein concentrations were measured at baseline and 6 mo after intervention. The prevalence of anemia declined from 41.4 to 12.1% (P < 0.001), or 29 percentage points, in the FM group; there was no change in the NFM group. Hemoglobin (coefficient = 0.22, P < 0.01) was positively and TfR (coefficient = -0.29, P < 0.001) negatively associated with treatment, controlling for their respective baseline values, age, and gender. Treatment with FM was negatively associated with the likelihood of being anemic (pseudo R(2) = 0.085, P < 0.03) after 6 mo of intervention. Ferrous gluconate added to whole cow s milk as a fortificant along with ascorbic acid is efficacious in reducing the prevalence of anemia and in improving iron status of Mexican toddlers. The results of this study lead to broadening a subsidized FM distribution program to 4.2 million beneficiary children 1-11 y of age in Mexico.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1, 1, 1, 1, 0, 0, 1, 0, 0]","[0.9999994039535522, 0.9999949932098389, 0.9959588646888733, 0.9864603281021118, 3.8997526985440345e-07, 4.542636452242732e-05, 0.9999991655349731, 1.423043386239442e-06, 6.28800364665949e-07]"
43,"change in junior high school students aids related knowledge misconceptions attitudes and hiv preventive behaviors effects of a school based intervention A school-based AIDS-prevention program for junior high school students was developed and implemented in an inner-city area in northern California that serves predominantly African-American and Asian students. The curriculum, taught by science teachers, consisted of twelve classroom sessions using both didactic and interactive exercises covering sex education, HIV biology, drug use, decision-making and refusal skills, and public response to AIDS and community resources. Changes from baseline of self-reported responses to questions on pre- and posttests concerning AIDS knowledge and misconceptions, tolerance toward persons with AIDS, and high-risk behaviors were compared between intervention and control schools. Students in the intervention schools had a significant increase in AIDS knowledge (p < .0001) and became more tolerant of people with AIDS (p < .001) compared with students in the control school. Changes in high risk behavior could not be detected, perhaps due to the small number of sexually active students (24% of the sample). Students who increased their AIDS knowledge (p < .0001) as a result of the intervention became more tolerant of people with AIDS. A school-based HIV-prevention curriculum, taught by trained classroom teachers, can modify middle adolescents HIV-related knowledge about the casual transmission of HIV, and their attitudes toward persons with AIDS.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0, 1, 0, 0]","[0.9999830722808838, 0.999998927116394, 9.704246622277424e-06, 0.08125851303339005, 3.635534540080698e-07, 1.9714186691999203e-06, 0.9999979734420776, 7.667492809559917e-07, 0.00016664086433593184]"
44,"emphasizing the losses or the gains comparing situational and individual moderators of framed messages to promote fruit and vegetable intake Health messages are a commonly used way to promote changes in dietary habits but their efficacy could be enhanced by strategies such as the way in which the presented arguments are framed. This study aimed to test the effectiveness of framed messages (gain vs. loss) on behavioural intention and fruit and vegetable (FV) intake, comparing predictions based on prominent theoretical perspectives on message framing (function of the health behaviour and recipients motivational orientation) and by further exploring the role of baseline intentions as a potential moderator of the framing effects. Undergraduate students (N = 180) completed the three assessment points in time. At baseline, individual moderators (motivational orientation and intentions) and fruit and vegetable intake were assessed. One week later, participants were randomly assigned to the loss or gain-framed message and indicated their intentions for FV intake the following week. A week later, FV intake over the previous week was assessed. The gain-frame was not conducive, per se, to higher intentions or behaviour. Having intention as the outcome, only baseline intentions moderated the effects of message frame. When considering FV intake as the outcome, both motivational orientation and baseline intentions moderated the effects of message frame, with the loss-frame promoting higher FV intake among individuals who were prevention-oriented and had higher baseline intentions. Findings suggest that the success of framed messages for FV intake depends upon the recipient s characteristics, such as motivational orientation, baseline intentions, and cultural background, with implications for health communication interventions.","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 1, 0, 0, 0]","[0.9999923706054688, 0.9999953508377075, 1.570162748976145e-05, 1.044633609126322e-05, 3.5056348224316025e-07, 0.9999768733978271, 8.927904104893969e-07, 1.6591142184552155e-06, 5.779272669315105e-07]"
45,nan,"[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1, 0, 0, 0, 0, 0]","[0.5206380486488342, 0.14767660200595856, 0.029300503432750702, 0.6468120813369751, 0.009904056787490845, 0.06167744845151901, 0.39558669924736023, 0.0009167782845906913, 0.23250554502010345]"
46,"a spatial equity analysis of a public health intervention a case study of an outdoor walking group provider within local authorities in england If an intervention is not well spatially targeted, appropriate levels of uptake, efficacy, long-term compliance and improved health outcomes are unlikely to be attained. Effective health interventions should seek to achieve not only absolute improvements in health but also to reduce inequity. There is often a disparity whereby preventative interventions are more likely to be successful amongst the more affluent, a process which has been coined the ‘inverse prevention law’. Physical inactivity is known to be socially patterned and disproportionately prevalent in disadvantaged communities yet there is a lack of clear evidence on which interventions have the potential to influence inequity. Walking groups have been found to have multiple health benefits and increase physical activity. In England the major facilitator is a not for profit organisation which has 70,000 regular walkers and is lay led with 10,000 volunteers. The aim of this study was to evaluate the extent to which walking groups operated in those places with the greatest health need and whether consequently the scheme has the potential to influence health inequity. The work used a spatial approach whereby geographical variations in walking group provision within the 326 local authorities in England (mean population 163,410) were linked to health and socio-economic measures of population need. Generally, greater need was not associated with higher provision of the walking group intervention. Although the magnitude of differences was small, provision of the intervention tended to be poorest in those local authorities with the greatest health need, as measured by our indicators. Without targeting those areas with greater health and socio-economic need, there is a concern that walking groups may not be set up in areas that need them most. There is therefore a potential that this intervention could, albeit in a small way, widen inequity between local authorities. However small-scale and well-intentioned, interventions need to be evaluated for their potential impact on inequity.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 1, 1, 0, 0]","[0.00020021248201373965, 0.026538850739598274, 0.047419387847185135, 0.00042055977974087, 3.5417863841757935e-07, 0.9628784656524658, 0.9999974966049194, 1.027844177770021e-06, 6.798855451961572e-07]"
47,"difference in insulin usage patterns with pubertal development in children with type 1 diabetes during transition from multiple daily injections to continuous subcutaneous insulin infusion csii and through the csii treatment Abstract Objective: This study analyzed the changes in insulin requirement in the transition from multiple daily injections (MDI) to continuous subcutaneous insulin infusion (CSII) and the differences through the CSII treatment in pediatric patients in different pubertal developmental stages. Methods: We analyzed, through a longitudinal retrospective study, the insulin usage patterns and glycemic control of 40 patients with type 1 diabetes on CSII treatment for 12 months. The patients were subdivided in three groups: group A, 13 prepubertal subjects (Tanner stage I); group B, 15 pubertal subjects (Tanner stage II–IV); and group C, 12 postpubertal subjects (Tanner stage V). Results: During the transition from MDI to CSII, the insulin requirements decreased significantly by 21 ± 5% (0.89 ± 0.26 U/kg/day vs. 0.70 ± 0.11 U/kg/day). Through the CSII treatment the percentage of total daily insulin delivered as the basal rate in groups A, B, and C was 54–60%, 52–54%, and 52–54%, respectively. The number of basal...","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 1, 1, 0, 0, 0, 0, 0]","[0.9999995231628418, 1.4001520867168438e-05, 0.6113630533218384, 0.9999816417694092, 3.448843415299052e-07, 9.625137863622513e-06, 9.317512308371079e-07, 1.4001782346895197e-06, 5.775173121946864e-07]"
48,"under representation of women on dental journal editorial boards Introduction Each journal’s editorial and advisory board plays a critical role in resolving gender bias in the peer-review and publication process. Thus, this study aimed to quantify women’s participation in editorial and advisory boards of major dental journals. Gender data on editorial and advisory boards were extracted from major dental journals, which were then categorized by journal specialty focus. The gender of the editor-in-chief and associate editor-in-chief was noted to assess the effect of journal leadership on women’s participation in journal boards. For comparison purposes, data were also obtained regarding the percentage of women faculty for each dental specialty. Results Overall, in the major 69 dental journals, 14.8% of editorial board members were women. An one-way ANOVA analysis revealed statistically significant gender differences between journal specialty categories (p = 0.003) with some dental specialties’ journals demonstrating a relatively high participation of women as editorial board members. There was a significant positive correlation for various dental specialties between women’s representation in editorial and advisory boards and women in similar dental academic specialties (p = 0.02, r2 = 0.55). Furthermore, there was a positive correlation between the presence of women in journal editorial leadership and the percentage of women serving as advisory board members (p = 0.03). Our results confirmed that the under-representation of women on dental journal editorial boards was significantly different between dental science specialties. When there were more women in journal editorial leadership positions, there was a higher participation of women as editorial and advisory board members. Journals should increase the numbers of women on editorial boards in order to secure diversity, improve publication quality and recognize women’s contribution to dental science.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[4.44627289652999e-07, 9.92503601082717e-07, 1.1216160601179581e-05, 0.9999933242797852, 3.8416183656408975e-07, 1.6741819308663253e-06, 7.930636911623878e-07, 7.290532266779337e-07, 8.368446060558199e-07]"
49,"outcome of an osteoarthritis education program for low literacy patients taught by indigenous instructors A 10-h osteoarthritis education course was developed and evaluated for older low-income patients with osteoarthritis. Indigenous community leaders were trained to teach the course within inner-city neighborhoods of Hartford, Connectiout. Significant differences were obtained using a quasi-experimental group, pre/post-test design. There was a significant increase in knowledge (P < 0.001) both on a verbal knowledge test and a picture story test (P < 0.001). There was a significant increase in scores on an exercise scale (P < 0.001). Attitude toward one s illness improved. There was a slight improvement in function which was not significant. Use of adaptive equipment increased as a direct result of the program. The course was well accepted and enjoyed by the participants.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 1, 1, 0, 0]","[0.9999994039535522, 0.9999992847442627, 0.002196452347561717, 0.0001056590408552438, 4.363431571619003e-07, 0.9987013339996338, 0.9999990463256836, 1.629523922019871e-06, 1.1505511565701454e-06]"
50,"the sustainability and impact of school sanitation water and hygiene education in southern india For at least 50 years ‘hygiene education’ or more currently ‘hygiene promotion’ campaigns in schools, along with ‘school sanitation’ have been an unquestioned ‘essential element’ of water and sanitation promotion. This study describes a set of findings and conclusions that call into question the ‘obvious logic’ of school hygiene and sanitation promotion as currently practised. The overwhelming majority of ‘trained’ pupils do not in fact wash their hands with soap after using the toilet and before eating (even though the importance of such practices is well established and has almost certainly been emphasized in hygiene classes) and open defecation still appears to be relatively widespread even in intervention schools. This research therefore presents important findings for water, sanitation and hygiene in general and in the schools sector.","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9999973773956299, 1.0719492138377973e-06, 0.0003626120160333812, 2.081043567159213e-05, 5.755774736826424e-07, 0.00012441183207556605, 1.861004602687899e-05, 1.3527204600904952e-06, 5.871503390153521e-07]"
51,"cancer disparities research partnership in lakota country clinical trials patient services and community education for the oglala rosebud and cheyenne river sioux tribes Native Americans served by the Aberdeen, Billings, and Bemidji areas of the Indian Health Service (IHS) have a cancer mortality rate approximately 40% higher than that of the overall US population. The National Cancer Institute has funded Rapid City Regional Hospital to provide clinical trials, behavioral research, a genetic protocol, patient navigator services (assisting patients with health care coordination and financial issues and helping them to understand their options), and community education for members of 3 western South Dakota tribes. Challenges faced by the project included obtaining multiple approvals from 3 tribes, 4 IHS facilities, and 5 institutional review boards; travel distances; lack of screening; red tape of referrals; and refusal by some payers to cover clinical trials. Building trust through ongoing communication and community presence is key to a successful project.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 1, 0, 0]","[0.006325078662484884, 0.9999990463256836, 5.171943485038355e-05, 4.47384854851407e-06, 4.118060132896062e-07, 2.746931841102196e-06, 0.997231662273407, 1.4423437733057654e-06, 1.5276375506800832e-06]"
52,"a randomized community trial to increase mammography utilization among low income women living in public housing Background.A randomized trial was conducted to evaluate the impact of a community-based intervention on mammography use among low-income women living in public housing. Methods.All 41 public housing high-rise buildings were randomized to treatment and delayed treatment (control) conditions. After a cross-sectional baseline survey, an intervention called Friend to Friend was conducted in the treatment buildings by American Cancer Society and building resident volunteers. The intervention consisted of a health professional talk, small group discussions, and an opportunity to request assistance in obtaining a mammogram or mammogram reminder. A second cross-sectional survey was conducted to measure differences in screening rates between the study groups. Results.Participation in the intervention averaged 27%. The study groups were equivalent at baseline. At follow-up, the proportion of women age 50–79 years who reported mammography screening in the previous 15 months was significantly higher in the treatment group (64%) than in the control group (52%). Breast cancer knowledge, attitudes, and beliefs did not differ between groups. Conclusions.These findings suggest that a multidimensional intervention which reaches women within their social environment and uses community volunteers can increase mammography utilization among women in public housing.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 1, 1, 0, 0]","[0.4391922950744629, 0.9999972581863403, 3.165262387483381e-05, 7.702687980781775e-06, 3.445483685027284e-07, 0.9969136714935303, 0.9999991655349731, 1.1436898148531327e-06, 4.973323484591674e-06]"
53,"sociological aspects of rhinoplasty Although the psychological aspect of the rhinoplasty operation has been a subject of interest for a long time, with the exception of a few studies, sociological factors have been almost totally ignored. In this prospective study the personality characteristics and socioeconomic backgrounds of 216 rhinoplasty patients were evaluated. Between 1994 and 2000, a questionnaire and the Minnesota Multiphasic Personality Inventory (MMPI) were given preoperatively to 157 females and 59 males. The MMPI was also given to age-matched people as a control. Six months after surgery, patients were called on the telephone and asked to rate their satisfaction. According to questionnaire, a great majority of the rhinoplasty patients were young, unmarried women with high education levels. In the rhinoplasty group, one or more scales of the inventory were not in the normal ranges in 45% of the patients, whereas this proportion in the control group was 28% (p < 0.01). When MMPI results are considered, female patients of this study could be described as egocentric, childish, highly active, impulsive, competitive, reactive, perfectionistic about themselves, talkative, and emotionally superficial. Male patients could be described as rigid, stubborn, over-sensitive, suspicious, perfectionistic, pessimistic, over-reactive, and having somatizations. Tension and anxiety with feelings of inferiority were found to be characteristics of the male patients. The satisfaction rate after six months was reported as 72%. There was no significant correlation between MMPI results and demographic variables, nor satisfaction rate. In conclusion, the rhinoplasty patients in our study are young people at the very beginning of their careers. It could be that their personalities and socioeconomic backgrounds combine to make aesthetic surgery rewarding enough, both socially and personally, to encourage them to follow through.","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 0, 0, 0, 1]","[6.384967150552256e-07, 1.1058161817345535e-06, 8.991750291897915e-06, 0.999992847442627, 3.7821388332304196e-07, 5.383091775001958e-06, 4.0010920201893896e-05, 1.0833682608790696e-06, 0.5624182820320129]"
54,"how disabling are pediatric burns functional independence in dutch pediatric patients with burns Although the attention for functional outcomes after burn injury has grown over the past decades, little is known about functional independence in performing activities of daily living in children after burn injury. Therefore, in this prospective cohort study functional independence was measured by burn care professionals with the WeeFIM(®) instrument in 119 pediatric patients with burns (age: 6 months-16 years; 58.8% boys) in the Netherlands. In order to identify whether functional independence was affected, participants total scores on the WeeFIM(®) instrument were compared to American norm values. Of the participants assessed at 2 weeks post burn (n=117), 3 months post burn (n=68) and/or 6 months post burn (n=38), 22, 9 and 9 participants showed affected performance, respectively. Improvements in WeeFIM(®) total scores for the total study population between 2 weeks and 6 months post burn were significant (Wilcoxon T=2.5; p Language: en","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[1.2825878457078943e-06, 7.815088611096144e-05, 0.005857228301465511, 0.9998847246170044, 3.511343038553605e-07, 9.651807340560481e-05, 8.000502589311509e-07, 9.232817888005229e-07, 1.3808377161694807e-06]"
55,informed consent and the history of inclusion of women in clinical research The purposes of this paper are to (a) discuss the troubled history of informed consent for research on women and its ramifications for women s participation in clinical trials; (b) interrogate current informed consent practices as to their accountability and justice in the treatment of women; and (c) recommend to nurse researchers and clinical nurses ways of improving the practice of informed consent in research with women.,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[7.607699785694422e-07, 1.5700989024480805e-06, 2.0367009710753337e-05, 0.9999780654907227, 4.7404589054167445e-07, 4.324574092606781e-06, 3.326862042740686e-06, 1.225809455718263e-06, 7.1657650551060215e-06]"
