,Text,Ground truth,Prediction,Probability
119,"effects of high intensity progressive resistance training and targeted multidisciplinary treatment of frailty on mortality and nursing home admissions after hip fracture a randomized controlled trial Abstract Rationale Excess mortality and residual disability are common after hip fracture. Hypothesis Twelve months of high-intensity weight-lifting exercise and targeted multidisciplinary interventions will result in lower mortality, nursing home admissions, and disability compared with usual care after hip fracture. Design Randomized, controlled, parallel-group superiority study. Setting Outpatient clinic Participants Patients (n = 124) admitted to public hospital for surgical repair of hip fracture between 2003 and 2007. Intervention Twelve months of geriatrician-supervised high-intensity weight-lifting exercise and targeted treatment of balance, osteoporosis, nutrition, vitamin D/calcium, depression, cognition, vision, home safety, polypharmacy, hip protectors, self-efficacy, and social support. Outcomes Functional independence: mortality, nursing home admissions, basic and instrumental activities of daily living (ADLs/IADLs), and assistive device utilization. Results Risk of death was reduced by 81% (age-adjusted OR [95% CI] = 0.19 [0.04–0.91]; P P P P = .02) in the intervention group compared with controls. The targeted improvements in upper body strength, nutrition, depressive symptoms, vision, balance, cognition, self-efficacy, and habitual activity level were all related to ADL improvements ( P P Conclusion The HIPFIT intervention reduced mortality, nursing home admissions, and ADL dependency compared with usual care. Australian New Zealand Clinical Trials Registry (ACTN12605000164695).","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9942355751991272, 0.4900382459163666, 0.23142863810062408, 0.9975429773330688, 0.0387427881360054, 0.088826484978199, 0.0946362316608429, 0.3189998269081116, 0.13468647003173828]"
120,"peer counseling in a culturally specific adolescent pregnancy prevention program This study evaluated the effects of peer counseling in a culturally specific adolescent pregnancy prevention program for African American females. A random pretest and multiple posttest experimental and comparison group design was used to obtain data on a sample of 63 female African American adolescents, ages 12 to 16, who lived in four public housing developments. Descriptive data and tests of significance revealed that none of the participants who received peer counseling became pregnant within three months of the intervention. Findings revealed a statistically significant increase in reproductive and other self-related knowledge topics among the experimental group when comparing pretest and eight-week posttest scores. Most participants had not had sexual intercourse; the average age of sexual onset was 12 years in the experimental group and 11 years in the controls. Designing and implementing culturally specific adolescent pregnancy prevention programs for adolescents younger than age 11 and/or before sexually active seems appropriate.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.07970476895570755, 0.9874208569526672, 0.026438279077410698, 0.025579798966646194, 0.04994851350784302, 0.013912089169025421, 0.5656684637069702, 0.017286919057369232, 0.014827879145741463]"
121,"tobacco cessation among low income smokers motivational enhancement and nicotine patch treatment INTRODUCTION Despite decades of tobacco use decline among the general population in the United States, tobacco use among low-income populations continues to be a major public health concern. Smoking rates are higher among individuals with less than a high school education, those with no health insurance, and among individuals living below the federal poverty level. Despite these disparities, smoking cessation treatments for low-income populations have not been extensively tested. In the current study, the efficacy of 2 adjunctive smoking cessation interventions was evaluated among low-income smokers who were seen in a primary care setting. METHODS A total of 846 participants were randomly assigned either to motivational enhancement treatment plus brief physician advice and 8 weeks of nicotine replacement therapy (NRT) or to standard care, which consisted of brief physician advice and 8 weeks of NRT. Tobacco smoking abstinence was at 1, 2, 6, and 12 months following baseline. RESULTS The use of the nicotine patch, telephone counseling, and positive decisional balance were predictive of increased abstinence rates, and elevated stress levels and temptation to smoke in both social/habit and negative affect situations decreased abstinence rates across time. Analyses showed intervention effects on smoking temptations, length of patch use, and number of telephone contacts. Direct intervention effects on abstinence rates were not significant, after adjusting for model predictors and selection bias due to perirandomization attrition. CONCLUSIONS Integrating therapeutic approaches that promote use of and adherence to medications for quitting smoking and that target stress management and reducing negative affect may enhance smoking cessation among low-income smokers.","[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.10514895617961884, 0.39944055676460266, 0.20842063426971436, 0.6577395796775818, 0.007030865177512169, 0.9766212105751038, 0.8376110792160034, 0.006358962506055832, 0.03488259017467499]"
122,"a multilevel ecological approach to promoting walking in rural communities Abstract Background. Walking is a key focus of public health interventions yet is particularly uncommon in rural residents. This study s purpose was to determine whether a multilevel community intervention affected rates of moderate physical activity, in particular walking. Methods. A quasi-experimental design examined changes in walking in six rural intervention communities in Missouri and six comparison communities in Arkansas and Tennessee in 2003–2004. Interventions were developed with community input and included individually tailored newsletters; interpersonal activities that stressed social support and health provider counseling; and community-wide events such as fun walks. A dose variable estimated exposure to intervention activities. Primary outcomes were rates of walking and moderate physical activity in the past week. Results. At follow-up ( n = 1531), the percentage of respondents who met the recommendation for walking was the same across the intervention and comparison areas. Among the dependent variables, walking showed some evidence of a positive linear trend across dose categories ( P = 0.090). After adjusting for covariates and baseline rates, intervention participants in the moderate and high dose categories were about three times more likely to meet recommended guidelines for walking. Conclusions. Some evidence of effectiveness was shown for a multilevel intervention approach to promote walking.","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.9888280630111694, 0.7813507914543152, 0.0980934277176857, 0.015761760994791985, 0.008957726880908012, 0.32376933097839355, 0.825374186038971, 0.017995398491621017, 0.00806991197168827]"
123,"identifying inequitable exposure to toxic air pollution in racialized and low income neighbourhoods to support pollution prevention Numerous environmental justice studies have confirmed a relationship between population characteristics such as low-income or minority status and the location of environmental health hazards. However, studies of the health risks from exposure to harmful substances often do not consider their toxicological characteristics. We used two different methods, the unit-hazard and the distance-based approach, to evaluate demographic and socio-economic characteristics of the population residing near industrial facilities in the City of Toronto, Canada. In addition to the mass of air emissions obtained from the national pollutant release inventory (NPRI), we also considered their toxicity using toxic equivalency potential (TEP) scores. Results from the unit-hazard approach indicate no significant difference in the proportion of low-income individuals living in host versus non-host census tracts (t(107) = 0.3, P = 0.735). However, using the distance-based approach, the proportion of low-income individuals was significantly higher (+5.1%, t(522) = 6.0, P <0.001) in host tracts, while the indicator for “racialized” communities (“visible minority”) was 16.1% greater (t(521) = 7.2, P <0.001) within 2 km of a NPRI facility. When the most toxic facilities by non-carcinogenic TEP score were selected, the rate of visible minorities living near the most toxic NPRI facilities was significantly higher (+12.9%, t(352) = 3.5, P = 0.001) than near all other NPRI facilities. TEP scores were also used to identify areas in Toronto that face a double burden of poverty and air toxics exposure in order to prioritise pollution prevention.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.014237703755497932, 0.7126073837280273, 0.0881664976477623, 0.020268775522708893, 0.02417711541056633, 0.44515687227249146, 0.9568765759468079, 0.018385646864771843, 0.007967013865709305]"
124,"do racial or socioeconomic disparities exist in lung cancer treatment BACKGROUND: Determine the effects of race, socioeconomic status, and treatment on outcomes for patients diagnosed with lung cancer. METHODS: The Florida cancer registry and inpatient and ambulatory data were queried for patients diagnosed from 1998-2002. RESULTS: A total 76,086 of lung cancer patients were identified. Overall, 55.6% were male and 44.4% were female. The demographic distribution of patients was 92.7% Caucasian, 6.7% African American, and 5.7% Hispanic. The mean age of diagnosis was 70 years old. African American patients presented at a younger age, with more advanced disease, and were less likely to undergo surgical therapy than their Caucasian counterparts. Median survival time (MST) for the entire cohort was 8.7 months, while MST for African American patients was 7.5 months. Patients who received surgery, chemotherapy, or radiation therapy demonstrated significantly improved outcomes. Stepwise multivariate analysis revealed that African American race was no longer a statistically significant predictor of worse outcomes once corrections were made for demographics and comorbid conditions, suggesting that the originally reported disparities in lung cancer outcomes and race may be in part because of poor pretreatment performance status. In contrast, patients of the lowest socioeconomic status continue to have a slightly worse overall prognosis than their affluent counterparts (hazard ratio = 1.05, P = .001). CONCLUSIONS: Lung cancer continues to carry a poor prognosis for all patients. Once comorbidities are corrected for, African American patients carry equivalently poor outcomes. Nonetheless, emphasis must be placed on improving pretreatment performance status among African American patients and efforts for earlier diagnosis among the impoverished patients must be made. Cancer 2010. © 2010 American Cancer Society.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.006067196372896433, 0.3120492696762085, 0.022709552198648453, 0.024339275434613228, 0.01720242202281952, 0.07024381309747696, 0.9600238800048828, 0.013286634348332882, 0.02486180141568184]"
125,"prevalence harm perceptions and reasons for using noncombustible tobacco products among current and former smokers Objectives. We provided estimates of noncombustible tobacco product (electronic nicotine delivery systems [ENDS]; snus; chewing tobacco, dip, or snuff; and dissolvables) use among current and former smokers and examined harm perceptions of noncombustible tobacco products and reasons for their use.Methods. We assessed awareness of, prevalence of, purchase of, harm perceptions of, and reasons for using noncombustible tobacco products among 1487 current and former smokers from 8 US designated market areas. We used adjusted logistic regression to identify correlates of noncombustible tobacco product use.Results. Of the sample, 96% were aware of at least 1 noncombustible tobacco product, but only 33% had used and 21% had purchased one. Noncombustible tobacco product use was associated with being male, non-Hispanic White, younger, and more nicotine dependent. Respondents used noncombustible tobacco products to cut down or quit cigarettes, but only snus was associated with a higher likelihood of making a quit at...","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.5439502596855164, 0.9721965789794922, 0.2526146471500397, 0.9289035201072693, 0.016158800572156906, 0.9728807806968689, 0.822584867477417, 0.01942630484700203, 0.02239804156124592]"
126,"effects of the child and adolescent trial for cardiovascular health catch on fruit and vegetable intake Abstract The purpose of this article is to report the impact of the Child and Adolescent Trial for Cardiovascular Health (CATCH) on fruit and vegetable consumption of third-through fifth-grade children.The primary messages delivered in the CATCH interventions concerned dietary fat, dietary sodium, physical activity, and smoking. However, a significant portion of the classroom curricula, parental involvement programs, and food service changes were directed at promoting a generally healthful diet, including increasing fruit and vegetable intake. Therefore, it is of interest whether the general nutrition intervention was sufficient to effect an increase in intake of fruits and vegetables. Intakes were assessed using single, food-record-assisted 24-hour recalls at baseline and follow-up.The final sample size for paired baseline and follow-up recalls was 1186.The mean unadjusted daily intake of fruits and vegetables for the entire cohort at follow-up was 4.04 servings; for fruit it was 2.13 servings, and for vegetables it was 1.91 servings.The analyses of variance revealed no differences in fruit and vegetable consumption at follow-up due to site, sex, race, sex by race, condition by sex, condition by race, or condition by race by sex. Only the baseline servings of fruits and vegetables (F = 14.89; p","[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.05453195050358772, 0.9840953946113586, 0.016034148633480072, 0.24289007484912872, 0.009412020444869995, 0.25571146607398987, 0.2697363495826721, 0.002266024937853217, 0.01741858199238777]"
127,"couple oriented education and support intervention effects on individuals with osteoarthritis and their spouses Objective: To determine whether a couple-oriented intervention for osteoarthritis (OA) was more efficacious than a patient-oriented intervention and whether each intervention was more efficacious than usual medical care. Research Design: 242 older adults with OA and their spouses were randomly assigned to patient-oriented education and support, couple-oriented education and support, or usual care. Results: Intent-to-treat analyses indicated no significant differences between the 3 study conditions in outcomes for individuals with OA or their spouses. Completers analyses showed that at the 6-month follow-up, contrary to prediction, individuals with OA who received the patient-oriented intervention reported greater reductions in pain and improvements in physical function than those who received the couple-oriented intervention. At the postintervention assessment, spouses who received the coupleoriented intervention reported greater reductions in stress and a trend toward less critical attitudes than spouses of individuals with OA who received the patient-oriented intervention. Moderator analyses indicated that female spouses and spouses with high marital satisfaction who received the couple-oriented intervention also experienced better outcomes in terms of depressive symptoms and caregiver mastery. Conclusions: A couples approach to education and support for OA may offer no advantage for individuals with OA but may prove helpful for spouses, thereby indirectly benefiting individuals with OA over time.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.4624483585357666, 0.7331290245056152, 0.0866929367184639, 0.997663140296936, 0.016691269353032112, 0.5218991637229919, 0.15588313341140747, 0.0702919140458107, 0.011465375311672688]"
128,"economic analysis of promotion of hepatitis b vaccinations among vietnamese american children and adolescents in houston and dallas Hasymptomatic,epatitis B virus (HBV) infection is most often acute, and resolves without serious long-term effects.1 However, 70% to 90% of infants infected at birth, 30% to 50% of children infected between 1 year and 5 years, and 5% to 10% of people infected after the age of 7 years will develop chronic HBV infection, which often results in chronic hepatitis, cirrhosis, or primary hepatocellular carcinoma.1 Studies have shown that 1 of every 4 people with chronic HBV infection eventually dies of cirrhosis or liver cancer.2 Among children in the United States, HBV infection disproportionately affects those in Asian and Pacific Islander (API) populations, including Vietnamese.3–9 Among US Viet-namese adults, the prevalence of those ever infected with HBV is as high as 80%10 compared with 3.8% in US whites.9 Studies also have documented chronic HBV infection rates ranging from 7% to 14%11–14 among US Vietnamese adults compared with 0.2% in US white adults.15 Vietnamese-American males have the highest liver cancer incidence rate of any racial/ethnic group (41.8 per 100 000), 11 times that among white males,16 and 80% of their liver cancers are caused by HBV infection.17 Hepatitis B vaccination of API infants and children was first recommended in 1982 by the US Public Health Service Advisory Committee on Immunization Practices (ACIP) as a 3-dose series administered over 6 months.18 By 1995, fewer than 10% of the estimated 1 million API children in the United States born in 1984 through 1993 had received the hepatitis B vaccine (HepB) 3-dose series.3 Consequently, in October 1995, “catch-up” vaccination for most API children born after 1983 was recommended.3 In 1997, the ACIP recommended universal vaccination of all children through age 18. These and other increasingly stronger ACIP recommendations have made it easier to provide HepB to API children in the United States. However, effectively conveying the message that HBV infection is a serious problem that can be easily prevented by 3 doses of vaccine to parents of many different cultural and language groups and their physicians, has been a difficult and slow process.19 A previous study of a hepatitis B catch-up vaccination program among an ethnically diverse community of APIs in Philadelphia found that their catch-up intervention was cost-effective and cost beneficial, although the increase in coverage was modest.20 This Philadelphia intervention was conducted in 2 communities with a diverse Southeast Asian population and primarily used community outreach with some donated media assistance. The intervention used a personalized approach in that the investigators formed a registry with the names and addresses of each targeted child and used in-home education and vaccination to accomplish their goals. In this article, we document the cost-effectiveness (CE) and the benefit-cost ratios of a federally funded project designed to raise hepatitis B vaccination coverage among 1 API ethnic group—Vietnamese-Americans—in the Houston and Dallas areas using 2 types of intervention.21–23 One intervention was a community mobilization strategy similar to most local public health interventions without a professionally developed media campaign. A coalition of local leaders conducted educational outreach via registration of physicians as Vaccines for Children (VFC) providers, distribution of referral lists of VFC providers, distribution of health education brochures, health fairs, targeted mailings, educational presentations, and use of free local media. The other intervention was media education that relied only on a professionally developed advertising campaign with billboards, prime-time radio spots, newspaper articles and ads, brochures and calendars, and telephone hot-line. As reported elsewhere, both intervention strategies resulted in statistically significantly increased vaccination coverage among Vietnamese-American children aged 3 to 18 years and increased their parents’ knowledge about hepatitis B.23 Since 1994 when the first ACIP catch-up recommendation was made, the Centers for Disease Control and Prevention (CDC) had monitored progress using the birth cohorts 1984–1993.24 Thus, we chose to confine our economic evaluation to these birth cohorts. The 1984–1993 birth cohorts are a subset of the cohorts analyzed in our companion epidemiology article.23 Here our economic focus is on intervention-related costs, such as vaccine/administration fees, parent time lost, personnel costs, and subcontractor payments. Other important costs and benefits, such as preventing pain and suffering among family and friends of the ill patient are difficult to quantify, and are not included here. Our analyses and conclusions here must be viewed in this context.","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9717492461204529, 0.977403998374939, 0.1296773999929428, 0.6850464940071106, 0.09118892252445221, 0.01756349951028824, 0.05249365419149399, 0.04894409328699112, 0.11101406067609787]"
129,"is there still gender bias in nursing research an update Data from 300 studies published in four research journals in 2010-2011 were analyzed to assess whether nurse researchers continue to oversample females. One-third of the studies had samples that were 100% female and, on average, 74% of all study participants were female. As was found for studies published 5 years earlier, the bias against male participants was consistent across studies differing in methods, specialty areas, funding, and sample characteristics. Studies with male first authors, however, were significantly less likely to have biased samples. Authors of only 23.6% of studies with mixed-sex samples provided information about sex differences in outcomes. Because of gender bias, the evidence base for nursing practice may suffer from problems with generalizability.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.011678855866193771, 0.03137160465121269, 0.017747584730386734, 0.9835742712020874, 0.02965676411986351, 0.017753245308995247, 0.04141973704099655, 0.017090698704123497, 0.043977294117212296]"
130,"representations in plastic surgery the impact of self image and self confidence in the work environment This research was initiated by the authors’ conviction that many people currently pay great attention to their personal appearance, which is directly linked to their self-confidence. The external image of individuals appears to have a decisive influence on their behavior and personal choices regarding both their personal and professional lives. Accordingly, it can be assumed that appearance influences professional choices and development. Moreover, individuals associate increased self-confidence with positive social images. Therefore, the main variables used in this study were self-image, self-confidence, and work environment. For the purpose of this study, the authors developed a questionnaire and distributed it to a sample of 100 women who had undergone aesthetic plastic surgery. The aim of the questionnaire was to discover the opinion of these women concerning the aforementioned assumptions. After the data processing and analysis, the authors concluded that the aforementioned variables are statistically significant and correlated.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.01084719505161047, 0.01821143738925457, 0.015457005240023136, 0.9300742149353027, 0.013510046526789665, 0.01596115157008171, 0.01283126138150692, 0.010117308236658573, 0.40205124020576477]"
131,"is insulin pump therapy better than injection for adolescents with diabetes Background and aims: Insulin pump therapy is a commonly used alternative to multiple daily injections (MDI) in the treatment of pediatric type 1 diabetes. The aim of the current study was to examine whether there are different medical and psychosocial outcomes for adolescents using MDI versus pump therapy as experienced in a naturally occurring context of self- or doctor-chosen insulin regimens. Methods: Adolescents and their parents completed questionnaires assessing quality of life and parenting stress. A1C levels were obtained from the medical record. Results: Metabolic and psychosocial outcomes did not differ significantly between adolescents using pump therapy and adolescents using MDI. Higher parental stress was associated with older children, lower quality of life, and higher A1C levels. Conclusions: Physicians might present this information to families along with the potential advantages and disadvantages of pumps and injections.","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8856674432754517, 0.14895708858966827, 0.03708074241876602, 0.9850968718528748, 0.0050316499546170235, 0.0630686953663826, 0.24271215498447418, 0.004896245896816254, 0.005588493775576353]"
132,"community participation in hia discords in teleology and terminology Core HIA documents, researchers and practitioners assert the significance of community participation in health impact assessment. Despite the rhetoric, there has been little critical examination of the role of community participation in HIA. Knowledge and debate regarding what constitutes community participation and how it may best be achieved is often confused and opinion is divided as to its usefulness and appropriateness for HIA. This paper does not seek to argue the merits or drawbacks of community participation; rather, the authors explore the origins and character of the current discord around public participation in HIA and provide a lexicon for moving practice and discussion forward. The authors argue that the origins of the participation problem stem from: (1) unexplored tensions within the Gothenburg consensus paper and other formative documents in the development of HIA; (2) inherent tensions arising from the dual origins of HIA, specifically Environmental Impact Assessment (EIA) and Healthy Pu...","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.29705673456192017, 0.012269430793821812, 0.011123917996883392, 0.00862234365195036, 0.00516311451792717, 0.011911030858755112, 0.2184937745332718, 0.010376361198723316, 0.2586553990840912]"
133,"a review of psychosocial outcomes for patients seeking cosmetic surgery The authors reviewed the literature on psychological and psychosocial outcomes for individuals undergoing cosmetic surgery, to address whether elective cosmetic procedures improve psychological well-being and psychosocial functioning and whether there are identifiable predictors of an unsatisfactory psychological outcome. They conducted a search of appropriate computerized databases for studies that evaluated psychological and psychosocial status both before and after elective cosmetic surgery. They identified 37 relevant studies of varying cosmetic procedures that utilized disparate methodologies. Overall, patients appeared generally satisfied with the outcome of their procedures, although some exhibited transient and some exhibited longer-lasting psychological disturbance. Factors associated with poor psychosocial outcome included being young, being male, having unrealistic expectations of the procedure, previous unsatisfactory cosmetic surgery, minimal deformity, motivation based on relationship issues, and a history of depression, anxiety, or personality disorder. Body dysmorphic disorder was also recognized by some studies as a predictor of poor outcome, a finding reinforced by reference to the psychiatric literature. The authors conclude that although most people appear satisfied with the outcome of cosmetic surgical procedures, some are not, and attempts should be made to screen for such individuals in cosmetic surgery settings.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.011965087614953518, 0.02589748241007328, 0.026528911665081978, 0.7796160578727722, 0.027993595227599144, 0.01838322915136814, 0.019165119156241417, 0.01300699170678854, 0.9209304451942444]"
134,"grounded citizens juries a tool for health activism Involving the public in decision-making has become a bureaucratic pre-occupation for every health agency in the UK. In this paper we offer an innovative approach for local participation in health decision-making through the development of a ‘grounded’ citizens’ jury. We describe the process of one such jury commissioned by a Primary Care Group in the north-west of England, which was located in an area suffering intractable health inequalities. Twelve local people aged between 17 and 70 were recruited to come together for a week to hear evidence, ask questions and debate what they felt would improve the health and well-being of people living in the area. The jury process acted effectively as a grass-roots health needs assessment and amongst other outcomes, resulted in the setting up of a community health centre run by a board consisting of members of the community (including two jurors) together with local agencies. The methodology described here contrasts with that practiced by what we term ‘the consultation industry’, which is primarily interested in the use of fixed models to generate the public view as a standardized output, a product, developed to serve the needs of an established policy process, with little interest in effecting change. We outline four principles underpinning our approach: deliberation, integration, sustainability and accountability. We argue that citizens’ juries and other consultation initiatives need to be reclaimed from that which merely serves the policy process and become ‘grounded’, a tool for activism, in which local people are agents in the development of policies affecting their lives.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.8644231557846069, 0.06105697527527809, 0.02104056254029274, 0.013075646013021469, 0.01599988155066967, 0.004529085475951433, 0.7583735585212708, 0.09288359433412552, 0.03481649234890938]"
135,"randomised controlled trial of electrical stimulation of the quadriceps after proximal femoral fracture Background and aims: Proximal femoral fracture is often associated with long-term residual disability. Quadriceps weakness may be a factor in poor outcome. This study aimed to determine whether training of the quadriceps using electrical stimulation (ES) increases leg extensor power and decreases disability in elderly subjects rehabilitating after fracture. Methods: A single-blind randomized controlled trial of elderly postsurgical proximal femoral fracture patients, comparing 6 weeks of supplementary electrical stimulation of the quadriceps (15 patients) to usual physiotherapy alone (11 patients). The electrical stimulation on:off duty cycle was 7:23 seconds, with 36 cycles per session, given daily as an in-patient and twice weekly after discharge. The primary outcome measure was change in leg extensor power (Nottingham Power Rig). Functional mobility (Elderly Mobility Scale), disability (Barthel Index) and health status (Nottingham Health Profile) were also measured. Results: There was no significant difference in change in leg extensor power, or any other outcome measure, in the ES group compared to usualcare controls. Fractured leg extensor power increased by 10.9 (standard error of the mean 2.1) Watts at 6 weeks in the ES group compared to 15.3 (5.5) in the controls (mean adjusted difference −3.1, 95% CI −7.8, 1.6 Watts). Only 3 (20%) of the intervention patients tolerated sufficient stimulation intensity to produce repetitive knee extension, while 11 (73%) sustained palpable or visible contractions with no leg movement. Conclusion: A 6-week program of electrical stimulation of the quadriceps did not increase leg extensor power, or reduce disability, in elderly patients rehabilitating after surgical fixation of proximal femoral fracture. In many patients local discomfort limited the intensity of electrical stimulation that could be delivered.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7739696502685547, 0.1434214860200882, 0.024485275149345398, 0.9955213069915771, 0.014633913524448872, 0.019704781472682953, 0.030807286500930786, 0.29988402128219604, 0.2258816808462143]"
136,"helping female adolescents prepare to cope with irrational thinking via preventive cognitive self instruction training Used Meichenbaum s (1977) cognitive self-instruction ideas to prepare a primary prevention program designed to help recipients prepare to cope with irrational thinking. Female adolescents attending a boarding school and who volunteered to participate were assigned randomly to a group instruction and a self-instruction condition. On measures of knowledge about cognitive self-instruction and confidence in the mode of presentation, the group condition seemed superior. Four members of the group condition took advantage of an offer for individual counseling while none of those in the self-instructional condition referred themselves.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.01633576676249504, 0.016717663034796715, 0.020898591727018356, 0.9450200796127319, 0.025682242587208748, 0.02015952579677105, 0.08776495605707169, 0.006126987282186747, 0.40917596220970154]"
137,"the gender gap in authorship of academic medical literature a 35 year perspective Background Participation of women in the medical profession has increased during the past four decades, but issues of concern persist regarding disparities between the sexes in academic medicine. Advancement is largely driven by peer-reviewed original research, so we sought to determine the representation of female physician-investigators among the authors of selected publications during the past 35 years. Methods Original articles from six prominent medical journals — the New England Journal of Medicine (NEJM), the Journal of the American Medical Association (JAMA), the Annals of Internal Medicine (Ann Intern Med), the Annals of Surgery (Ann Surg), Obstetrics & Gynecology (Obstet Gynecol), and the Journal of Pediatrics (J Pediatr) — were categorized according to the sex of both the first and the senior (last listed) author. Sex was also determined for the authors of guest editorials in NEJM and JAMA. Data were collected for the years 1970, 1980, 1990, 2000, and 2004. The analysis was restricted to author...","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.024029158055782318, 0.0325625017285347, 0.01424947939813137, 0.9810226559638977, 0.019219305366277695, 0.016224876046180725, 0.035917457193136215, 0.013827130198478699, 0.030031997710466385]"
138,"low priority a cross sectional study of appearance anxiety in 500 consecutive referrals for cosmetic surgery Low priority treatment guidance is used in the National Health Service to manage requests for cosmetic surgery where there is no associated functional impairment. Provision is made in this guidance to provide surgery on exceptional grounds, and this may include significant psychological distress. However, without a good understanding of the common factors that underpin requests for surgery, ideally in the local population, it is very difficult to define an exception in a clear and consistent way. A prospective study of consecutive referrals for cosmetic surgery in an NHS plastic surgery unit was therefore completed over a five-year period. Five hundred and one men and women aged between 16 and 79 (mean 34.5 years) were assessed using standardised questionnaires and clinical interview carried out by two clinical psychologists specialising in the field. Results indicated very marked impact of appearance-related anxiety with significant withdrawal from social activities particularly intimate behaviour. Coping behaviours ranged from use of concealing clothing and complete social avoidance to ominous high risk strategies such as repeated pregnancy with late termination to maintain breast size. Treatment goals were predominantly psychosocial. High levels of psychological morbidity can be characterised as typical of people requesting cosmetic procedures in the NHS rather than exceptional, making the achievement of equitable access to limited resources impossible. Rather than define this population as low-priority , a constructive approach is to examine the utility of psychological interventions in a design which evaluates the comparative benefits of surgical and psychological approaches to management of appearance anxiety.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0.9490235447883606, 0.011773026548326015, 0.14093323051929474, 0.7818716168403625, 0.010302197188138962, 0.13851141929626465, 0.6855700016021729, 0.016014181077480316, 0.6057373285293579]"
