,Text,Ground truth,Prediction,Probability
112,"neurocognitive findings in prader willi syndrome and early onset morbid obesity Objectives To examine whether early-onset morbid obesity is associated with cognitive impairment, neuropathologic changes, and behavioral problems. Study design This case-control study compared head MRI scans and cognitive, achievement, and behavioral evaluations of subjects with Prader-Willi syndrome (PWS), early-onset morbid obesity (EMO), and normal-weight sibling control subjects from both groups. Head MRI was done on 17 PWS, 18 EMO, and 21 siblings, and cognitive, achievement, and behavioral evaluations were done on 19 PWS, 17 EMO, and 24 siblings. Results The mean General Intellectual Ability score of the EMO group was 77.4 ± 17.8; PWS, 63.3 ± 14.2; and control subjects, 106.4 ± 13.0. Achievement scores for the three groups were EMO, 78.7 ± 18.8; PWS, 71.2 ± 17.0; and control subjects, 104.8 ± 17.0. Significant negative behaviors and poor adaptive skills were found in the EMO group. White matter lesions were noted on brain MRI in 6 subjects with PWS and 5 with EMO. None of the normal-weight control subjects had these findings. Conclusions Individuals with EMO have significantly lower cognitive function and more behavioral problems than control subjects with no history of childhood obesity. Both EMO and PWS subjects have white matter lesions on brain MRI that have not previously been described.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1, 0, 0, 0, 0, 0]","[0.9999663829803467, 1.1077203225795529e-06, 6.481755576714932e-07, 0.9997609257698059, 5.854930122950464e-07, 6.684921117994236e-06, 1.0650343256202177e-06, 6.106050136622798e-07, 6.041383585397853e-06]"
113,"sti prevention and the male sex industry in london evaluating a pilot peer education programme Objective: To evaluate the effectiveness of a pilot peer education STI prevention programme with male sex workers. Design: A process and outcome evaluation of the pilot programme undertaken in three London male escort agencies, using a quasi-experimental design. Subjects: Workers in three London escort agencies, including 88 who completed a questionnaire, five peer educators, and a further 16 men (including management) working in two of these agencies. Methods: A peer education STI prevention programme run by the Working Men Project (WMP), a specialist sexual health service for male sex workers, was piloted in two London escort agencies. Five male sex workers participated in a 2 day peer education training programme. They then returned to their respective agencies to disseminate information and condoms, in an attempt to influence norms of behaviour. An outcome evaluation aimed to assess changes in STI related knowledge, high risk sexual behaviour, and attendance at a sexual health service. A pre-intervention questionnaire assessing variables such as STI related knowledge, sexual behaviour, and demographic information was administered in both agency A and agency B and a third agency, C, which acted as a control. Ten weeks after the peer educators returned to their agencies, the same questionnaire was administered in the same agencies. Peer educator referrals to the WMP were also recorded over this time period. The process evaluation involved interviews and focus groups with peer educators, and the completion of diaries about their experiences in the role. A further 16 men working in the agencies (including managers and an owner) were interviewed about their experience of the programme. Participant observation was also undertaken through regular outreach work to the agencies. Results: 57 men completed the questionnaire at time 1 and 44 at time 2. Unfortunately, only 13 of these were matched, precluding any meaningful analysis of change in STI related knowledge and sexual behaviour. The questionnaire provided a profile of the men working in the agencies. Of the 88 men who completed the questionnaire at least once, the majority were homosexual, and in their late teens/early 20s. Most were of a white ethnic group, though there was some range within these categories. Most preferred to speak English and education levels were high. Relative STI knowledge revealed a high understanding of HIV and hepatitis B, moderate understanding of gonorrhoea, syphilis, genital warts and herpes, and little knowledge of non-specific urethritis (NSU) or chlamydia. Sexual behaviour suggested a highly sexually active population with both male and female paying and non-paying partners. Condom use was highest for paying partners, particularly for anal sex. Condom use for oral sex with all partners was less consistent, and condom use for all types of sex with regular partners was lower than with other partners. The small number of men engaging in vaginal sex with paying and regular partners were less likely to use condoms. 26 new patients registered at the WMP as a result of peer educator referrals, representing 65% of all new contacts over the study period. The process evaluation revealed that while the training programme was considered adequate and while peer educators felt the programme and their roles to be a success, their experience of the role was difficult. The role of management support was crucial in supporting the programme. The assumption that peers are particularly effective educators was not borne out by the results. While peers were considered suitable to discuss some aspects of the industry, many preferred to consult professionals about health related matters. The concept of peers was problematic with most of the men drawing peers from subgroups within the agencies. Other constraints on behaviour such as a lack of power, particularly with regard to a lack of management support, or poverty, had a substantial impact on behaviour which were not influenced by the peer educators. Conclusions: The study illustrated the difficulties of utilising quasi-experimental evaluation methodology with this client group. It also demonstrated the limitations of peer education based on information provision health education models which focus on individual behaviour change. Suggestions are given for future interventions. Key Words: male sex workers; peer education; evaluation","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1, 1, 0, 1, 0, 0, 0, 0, 0]","[0.9999799728393555, 0.9999990463256836, 1.3470124713421683e-06, 0.99294114112854, 8.513397347087448e-07, 4.018565050500911e-06, 9.965942808776163e-06, 4.791615424437623e-07, 1.0499380550754722e-05]"
114,"pediatric emergency department based rapid hiv testing adolescent attitudes and preferences Objective: The objective of this study was to describe adolescent attitudes/preferences toward rapid HIV testing in a pediatric emergency department (PED). Methods: An anonymous survey was completed by adolescents who presented to an urban PED. The survey was completed while they participated in a rapid HIV prevention/testing program. Survey questions included demographics, HIV risk factors/knowledge, prior testing experience, and attitudes/preferences toward rapid HIV testing. Results: One hundred fourteen adolescents between the ages of 14 and 21 years were surveyed. Most respondents (69%) reported that the emergency department was a very high preference location for testing. Eighty percent of adolescents agreed that they were more likely to get tested for HIV if a rapid test was available. Most participants strongly agreed that it was important to receive pretest and posttest counseling for HIV In addition, 38% strongly agreed that they preferred a same-sex counselor, whereas 9% strongly agreed that they preferred a same-ethnicity counselor. Eighty-one percent reported that they planned to get retested for HIV in the next 6 to 12 months. Conclusions: This study offers valuable new insights into adolescent attitudes and preferences for rapid HIV testing in a PED. Adolescents gave high ratings to the location, testing, and counseling process. Our data support the importance of structured counseling, which is contrary to current published perspectives of counseling efficacy. In addition, we found that the PED was a highly preferred location for rapid HIV testing, which supports the need for increased development of prevention and testing programs in this setting.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 1, 0, 0, 0, 0, 0, 0, 1]","[7.107058536348632e-06, 0.9999833106994629, 1.5997599120964878e-06, 0.0005794744938611984, 0.0011550851631909609, 4.25208281740197e-06, 5.536269782169256e-06, 5.708108119506505e-07, 0.9999791383743286]"
115,"gender differences in experiences of k awardees beyond space resources and science The thought-provoking article by Dr. Holliday and colleagues highlights gender differences among recipients of K awards. Even though these awards include provisions for protected time and resources, a higher proportion of women awardees reported inadequate access to “soft” resources, notably grant administrators and statistical support. The authors suggest that the root cause of this discrepancy may be that women are disadvantaged in the informal negotiations necessary to achieve these less structured resources, either due to an inadequate or less effective skill set, or due to unconscious bias by those with whom they negotiate. The authors further imply that inadequacy of research support may underlie gender discrepancies in publication productivity and securing research funding, and that academic productivity may be inhibited by unfair treatment. Strengths of the study include the robust survey response rate (75 %), the number of awardees studied (1,708), and the statistical methodology that controlled for confounders, including academic rank. Holliday and colleagues’ findings reinforce many of the conclusions from the National Academies’ landmark report, Beyond Bias and Barriers,1 which drew attention to similar factors that can adversely impact women’s careers in biomedical sciences. Beyond Bias and Barriers specifically noted access to resources, as well as personal and professional development (e.g., negotiation skills), as contributing factors to the attrition of women from careers in science and academia. Other factors included in the report were mentorship/sponsorship, and the challenges of balancing career and family responsibilities. Though Beyond Bias and Barriers was published nine years ago, the Holliday article makes it clear that these issues still remain significant today. Holliday et al. also draws to our attention the effect of the implicit (unconscious) biases that are common in the workplace, as well as sex stereotype threat. As articles by Carnes et al.2 and Easterly and Ricard3 point out, these biases lead to micro-inequities that, especially for women, can erode academic success over time and discourage women in academic medical careers, and that both are important contributors to the attrition of women from academics. Data from the Association of American Medical Colleges (AAMC)’s recently released report entitled The State of Women in Academic Medicine (https://www.aamc.org/data/databook/tables/accessed November 10, 2014) demonstrate that the pipeline has long been flush with women who have the appropriate terminal degrees to enter careers in academic medicine. Yet their data also show that women currently make up a little more than one-third (38 %) of full-time academic medicine faculty. Under-representation persists for full-time women assistant, associate and full professors (44, 34 and 21 %, respectively), and the percentage of women in academic medicine in top leadership positions, such as department chairs and deans, remains low (15 and 16 %, respectively). The same report highlights that despite modest progress in the proportion of new faculty hires who are women (up 4 % since 2008), the steady attrition of women out of the academic advancement pipeline has remained essentially unchanged for over 25 years,4 and that the proportion of faculty departures who are women is rising (up 5 % since 2008). Successful career progression requires interaction of positive influences on both the individual and institutional levels, since each can influence a faculty member’s available time, resources, drive, and productivity. Many obstacles are encountered by men and women faculty during their academic careers, determined by individual, family, and institutional/societal influences. Although some of the same problems affect both sexes (as summarized in the article by Holliday), it is important to focuses on the special issues facing women as they contribute to differential outcomes.5,6 Holliday et al.’s article is an important contribution, since it highlights issues that should be fairly easy to address. Although demand for family care responsibilities and career satisfaction were not assessed in the study by Holliday et al., other studies have shown that women with children have less institutional support, fewer publications, slower self-perceived career progress, and lower career satisfaction.5,7 Given that in the study of K awardees, the majority of K-23 awards (clinician scientist) were held by women (64 %) and the majority of K-08 awards (basic scientist) were held by men (60 %), it would be of interest to know the extent to which differences in the types of awards and their demands played a role in the findings of the study. Women are often the canaries in the coal mine. Though women were impacted more in Holliday et al.’s study, we find it interesting that men also reported feeling disadvantaged regarding resources. Men and women equally made requests for support that were often only partially fulfilled, and both genders reported experiencing unfair treatment. Our own work8 has identified vulnerable faculty groups for career dissatisfaction, one of which is male faculty in the early career stage. The inherent conflicts and stressors affecting satisfaction of early career faculty may be similar for both genders, due to changing generational values for family, work-like integration, and career flexibility.9 Other studies have also shown that a substantial proportion of both men and women report that conflicts between work, family and career are significant determinants of career dissatisfaction and a strong predictor of leaving a career in academic medicine.10 Recent work by the Work Family Institute demonstrates that there is growing work-life conflict among men in the younger generations and that men are stigmatized when they seek solutions typically utilized by women, such as flexible work schedules. If left unaddressed, the unmet needs of early career faculty are potentially significant threats to a successful academic medical workforce. A number of approaches have been proposed and are being utilized to support the careers of women faculty.11 They include attending to generational issues and career flexibility in academia; building multigenerational team environments; developing policies aimed at improving work-life compatibility to lessen conflict; creating a supportive culture; providing adequate compensation and rewards for productivity; aligning demands placed on faculty with strategic priorities; and supporting research careers. The ability of academic medical centers to retain women faculty is particularly important to excellence in patient care, teaching and research, to ensure appropriate role modeling for junior faculty, and to provide for diversity at all levels, including leadership. Action steps to advance women faculty at academic medical centers include advocacy and support for women faculty and women leaders, and mentoring and coaching programs that include men in the conversation about how to mentor and advance women. It is as yet unclear whether the approaches currently being implemented at academic health systems nationwide will help to stem the tide of women exiting academic careers. The findings of the work of Holliday et al. suggest several directions for future research and organizational change: The evidence base is needed to determine whether deficiencies in research support result from difficulties some women have with informal negotiations, and whether providing directed skill building in communication and negotiation can impact career outcomes; similarly, if unconscious biases predominate in less structured settings as suggested by the article by Holliday et al., effective attitudinal change models should be developed and tested, utilizing education, role play, feedback or other techniques with promise for delivering change, such as those in the AAMC’s learning lab (https://www.aamc.org/initiatives/diversity/322996/lablearningonunconsciousbias.html, accessed November 10, 2014). Data and policies alone may not be enough to address the unfair treatment reported by women, and to a lesser extent men, in the work of Holliday and colleagues. Institutional leadership, sustained efforts, and actionable strategies will be necessary at all levels to reform workplace climate and culture, and to address systematic constraints, in order to recognize and address the elements of institutional life that may disproportionately disadvantage women. Additional approaches yet to be tested include institutional practices that promote equity, ‘lean in’ circles and networks for professional support, and the outcomes of current best practices. In addition, it is as yet unclear whether current trends favoring team-based science and resource sharing will favorably impact women’s careers and their advancement, and data-driven efforts are needed to demonstrate results in this realm. While we recognize the need for additional focused research efforts to understand the under-representation of women in academia and the elements of dissatisfaction that lead to departure, it is clear that the pace of progress will need to increase. Now more than ever, the strategic advantage of a satisfied workforce will allow academic institutions to not only train but also attract, retain and advance the top talent that will be critical to meet the workforce, healthcare, scientific, and resource demands of the future.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[2.800981974360184e-06, 1.3562598724092823e-06, 7.091061888786498e-07, 0.9999744892120361, 8.357559408977977e-07, 3.2782215839688433e-06, 9.311720532423351e-07, 5.797461994916375e-07, 1.8677466869121417e-05]"
116,"quality of life in the surgical treatment of gynecomastia Background Gynecomastia has an incidence of up to 60% of adolescents, causing pain and self-image disorders for the patient, leading to emotional and physical problems that can be reversed with treatment. This prospective case control study assessed the surgical treatment of gynecomastia and its impact on quality of life.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 0, 0, 0, 1]","[4.176809397904435e-06, 9.495404924564355e-07, 8.059968195084366e-07, 0.9997538924217224, 8.682500265422277e-07, 7.278685188794043e-06, 1.611645757293445e-06, 7.864276199143205e-07, 0.9990411400794983]"
117,"patients self perception of dentofacial attractiveness before and after exposure to facial photographs Abstract Objective: To determine whether exposure to pretreatment photographs of themselves influenced patients self-perception of dentofacial attractiveness and willingness to undergo treatment. Materials and Methods: A total of 100 subjects of white ancestry aged 18 years or older (Study Group) and 100 sex- and age-matched controls (Control Group) were selected. Photographs of the frontal view of the face and the profile view of the face, both at rest and while smiling, were taken of each participant. Only Study Group subjects were given a printed copy of their own images to be examined at home between the initial observation (T0) and a set date an average of 30 days later (T1). Each of the 200 subjects in the study completed a questionnaire at T0 and T1 exploring happiness regarding their smiles and their facial profiles, as well as willingness to undergo treatment. Results: At T1 in the Study Group, 50% of subjects responded with a lower opinion of their facial profiles than at T0; 11% and 45% were w...","[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 1, 0, 1, 0, 0, 0, 0, 1]","[4.3406704207882285e-05, 0.9999984502792358, 1.7774199250197853e-06, 0.9985554814338684, 6.464803732342261e-07, 0.00047132663894444704, 3.915840352419764e-06, 6.128112772785244e-07, 0.9882751703262329]"
118,"body dysmorphic disorder in patients with cosmetic surgery Body dysmorphic disorder (BDD) refers to a preoccupation with an imagined or grossly exaggerated minor physical defect. Those with BDD might seek medical help (cosmetic surgery) rather than attend a psychiatric clinic. Therefore, it is often underdiagnosed. To investigate the prevalence of BDD, we reviewed the medical records of 817 individuals who sought cosmetic surgery during a 3-year period. The outcome after surgery was described for those with BDD. Our results showed that 63 (7.7%) patients had BDD, of which 54 (85.7%) were diagnosed at preoperative evaluation. However, nine (14.3%) patients went undiagnosed and all had a bad outcome after cosmetic surgery. BDD was not uncommon at the cosmetic surgery clinic. Our results support the idea that cosmetic surgery should be avoided for patients with BDD. The development of a more effective diagnostic procedure could help address this issue.","[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 1]","[3.904284312739037e-06, 8.8898752892419e-07, 6.2418075685855e-07, 0.998313307762146, 9.283248800784349e-07, 5.72580120206112e-06, 1.4877000467095058e-06, 5.776319085271098e-07, 0.9999566078186035]"
119,"effects of high intensity progressive resistance training and targeted multidisciplinary treatment of frailty on mortality and nursing home admissions after hip fracture a randomized controlled trial Abstract Rationale Excess mortality and residual disability are common after hip fracture. Hypothesis Twelve months of high-intensity weight-lifting exercise and targeted multidisciplinary interventions will result in lower mortality, nursing home admissions, and disability compared with usual care after hip fracture. Design Randomized, controlled, parallel-group superiority study. Setting Outpatient clinic Participants Patients (n = 124) admitted to public hospital for surgical repair of hip fracture between 2003 and 2007. Intervention Twelve months of geriatrician-supervised high-intensity weight-lifting exercise and targeted treatment of balance, osteoporosis, nutrition, vitamin D/calcium, depression, cognition, vision, home safety, polypharmacy, hip protectors, self-efficacy, and social support. Outcomes Functional independence: mortality, nursing home admissions, basic and instrumental activities of daily living (ADLs/IADLs), and assistive device utilization. Results Risk of death was reduced by 81% (age-adjusted OR [95% CI] = 0.19 [0.04–0.91]; P P P P = .02) in the intervention group compared with controls. The targeted improvements in upper body strength, nutrition, depressive symptoms, vision, balance, cognition, self-efficacy, and habitual activity level were all related to ADL improvements ( P P Conclusion The HIPFIT intervention reduced mortality, nursing home admissions, and ADL dependency compared with usual care. Australian New Zealand Clinical Trials Registry (ACTN12605000164695).","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[1, 0, 0, 1, 0, 0, 0, 0, 1]","[0.9999970197677612, 3.2641457892168546e-06, 3.0707535643159645e-06, 0.9997060894966125, 6.333695523608185e-07, 0.001886224839836359, 1.0455568144607241e-06, 2.3682077880948782e-05, 0.999932050704956]"
120,"peer counseling in a culturally specific adolescent pregnancy prevention program This study evaluated the effects of peer counseling in a culturally specific adolescent pregnancy prevention program for African American females. A random pretest and multiple posttest experimental and comparison group design was used to obtain data on a sample of 63 female African American adolescents, ages 12 to 16, who lived in four public housing developments. Descriptive data and tests of significance revealed that none of the participants who received peer counseling became pregnant within three months of the intervention. Findings revealed a statistically significant increase in reproductive and other self-related knowledge topics among the experimental group when comparing pretest and eight-week posttest scores. Most participants had not had sexual intercourse; the average age of sexual onset was 12 years in the experimental group and 11 years in the controls. Designing and implementing culturally specific adolescent pregnancy prevention programs for adolescents younger than age 11 and/or before sexually active seems appropriate.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[3.5314926662977086e-06, 0.9999991655349731, 1.2395315707180998e-06, 3.1138657504925504e-05, 1.7080163843274931e-06, 1.4420121260627639e-05, 0.01043749414384365, 1.001224177343829e-06, 3.4808188502211124e-05]"
121,"tobacco cessation among low income smokers motivational enhancement and nicotine patch treatment INTRODUCTION Despite decades of tobacco use decline among the general population in the United States, tobacco use among low-income populations continues to be a major public health concern. Smoking rates are higher among individuals with less than a high school education, those with no health insurance, and among individuals living below the federal poverty level. Despite these disparities, smoking cessation treatments for low-income populations have not been extensively tested. In the current study, the efficacy of 2 adjunctive smoking cessation interventions was evaluated among low-income smokers who were seen in a primary care setting. METHODS A total of 846 participants were randomly assigned either to motivational enhancement treatment plus brief physician advice and 8 weeks of nicotine replacement therapy (NRT) or to standard care, which consisted of brief physician advice and 8 weeks of NRT. Tobacco smoking abstinence was at 1, 2, 6, and 12 months following baseline. RESULTS The use of the nicotine patch, telephone counseling, and positive decisional balance were predictive of increased abstinence rates, and elevated stress levels and temptation to smoke in both social/habit and negative affect situations decreased abstinence rates across time. Analyses showed intervention effects on smoking temptations, length of patch use, and number of telephone contacts. Direct intervention effects on abstinence rates were not significant, after adjusting for model predictors and selection bias due to perirandomization attrition. CONCLUSIONS Integrating therapeutic approaches that promote use of and adherence to medications for quitting smoking and that target stress management and reducing negative affect may enhance smoking cessation among low-income smokers.","[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 1, 0, 0]","[4.885095677309437e-06, 0.9999977350234985, 1.8436189748172183e-06, 0.3781028985977173, 7.312389698199695e-07, 0.004916786681860685, 0.9999912977218628, 6.229759037523763e-07, 4.89075046061771e-06]"
122,"a multilevel ecological approach to promoting walking in rural communities Abstract Background. Walking is a key focus of public health interventions yet is particularly uncommon in rural residents. This study s purpose was to determine whether a multilevel community intervention affected rates of moderate physical activity, in particular walking. Methods. A quasi-experimental design examined changes in walking in six rural intervention communities in Missouri and six comparison communities in Arkansas and Tennessee in 2003–2004. Interventions were developed with community input and included individually tailored newsletters; interpersonal activities that stressed social support and health provider counseling; and community-wide events such as fun walks. A dose variable estimated exposure to intervention activities. Primary outcomes were rates of walking and moderate physical activity in the past week. Results. At follow-up ( n = 1531), the percentage of respondents who met the recommendation for walking was the same across the intervention and comparison areas. Among the dependent variables, walking showed some evidence of a positive linear trend across dose categories ( P = 0.090). After adjusting for covariates and baseline rates, intervention participants in the moderate and high dose categories were about three times more likely to meet recommended guidelines for walking. Conclusions. Some evidence of effectiveness was shown for a multilevel intervention approach to promote walking.","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1, 1, 1, 0, 0, 0, 1, 0, 1]","[0.9999979734420776, 0.999648928642273, 0.9997159838676453, 5.4193049436435103e-05, 6.225572519724665e-07, 3.750191172002815e-05, 0.999998927116394, 5.468491508509032e-07, 0.9999409914016724]"
123,"identifying inequitable exposure to toxic air pollution in racialized and low income neighbourhoods to support pollution prevention Numerous environmental justice studies have confirmed a relationship between population characteristics such as low-income or minority status and the location of environmental health hazards. However, studies of the health risks from exposure to harmful substances often do not consider their toxicological characteristics. We used two different methods, the unit-hazard and the distance-based approach, to evaluate demographic and socio-economic characteristics of the population residing near industrial facilities in the City of Toronto, Canada. In addition to the mass of air emissions obtained from the national pollutant release inventory (NPRI), we also considered their toxicity using toxic equivalency potential (TEP) scores. Results from the unit-hazard approach indicate no significant difference in the proportion of low-income individuals living in host versus non-host census tracts (t(107) = 0.3, P = 0.735). However, using the distance-based approach, the proportion of low-income individuals was significantly higher (+5.1%, t(522) = 6.0, P <0.001) in host tracts, while the indicator for “racialized” communities (“visible minority”) was 16.1% greater (t(521) = 7.2, P <0.001) within 2 km of a NPRI facility. When the most toxic facilities by non-carcinogenic TEP score were selected, the rate of visible minorities living near the most toxic NPRI facilities was significantly higher (+12.9%, t(352) = 3.5, P = 0.001) than near all other NPRI facilities. TEP scores were also used to identify areas in Toronto that face a double burden of poverty and air toxics exposure in order to prioritise pollution prevention.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 1, 0, 0]","[1.7987669707508758e-05, 0.9998575448989868, 6.046945600246545e-06, 5.366126060835086e-05, 1.1624849776126212e-06, 6.293004389590351e-06, 0.9999982118606567, 4.6636995421067695e-07, 3.1635374853067333e-06]"
124,"do racial or socioeconomic disparities exist in lung cancer treatment BACKGROUND: Determine the effects of race, socioeconomic status, and treatment on outcomes for patients diagnosed with lung cancer. METHODS: The Florida cancer registry and inpatient and ambulatory data were queried for patients diagnosed from 1998-2002. RESULTS: A total 76,086 of lung cancer patients were identified. Overall, 55.6% were male and 44.4% were female. The demographic distribution of patients was 92.7% Caucasian, 6.7% African American, and 5.7% Hispanic. The mean age of diagnosis was 70 years old. African American patients presented at a younger age, with more advanced disease, and were less likely to undergo surgical therapy than their Caucasian counterparts. Median survival time (MST) for the entire cohort was 8.7 months, while MST for African American patients was 7.5 months. Patients who received surgery, chemotherapy, or radiation therapy demonstrated significantly improved outcomes. Stepwise multivariate analysis revealed that African American race was no longer a statistically significant predictor of worse outcomes once corrections were made for demographics and comorbid conditions, suggesting that the originally reported disparities in lung cancer outcomes and race may be in part because of poor pretreatment performance status. In contrast, patients of the lowest socioeconomic status continue to have a slightly worse overall prognosis than their affluent counterparts (hazard ratio = 1.05, P = .001). CONCLUSIONS: Lung cancer continues to carry a poor prognosis for all patients. Once comorbidities are corrected for, African American patients carry equivalently poor outcomes. Nonetheless, emphasis must be placed on improving pretreatment performance status among African American patients and efforts for earlier diagnosis among the impoverished patients must be made. Cancer 2010. © 2010 American Cancer Society.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 0, 0]","[4.198170699964976e-06, 7.551660473836819e-06, 2.545740699133603e-06, 4.798731970367953e-05, 7.712632168477285e-07, 2.744674702626071e-06, 0.999998927116394, 5.82696145556838e-07, 2.804766836561612e-06]"
125,"prevalence harm perceptions and reasons for using noncombustible tobacco products among current and former smokers Objectives. We provided estimates of noncombustible tobacco product (electronic nicotine delivery systems [ENDS]; snus; chewing tobacco, dip, or snuff; and dissolvables) use among current and former smokers and examined harm perceptions of noncombustible tobacco products and reasons for their use.Methods. We assessed awareness of, prevalence of, purchase of, harm perceptions of, and reasons for using noncombustible tobacco products among 1487 current and former smokers from 8 US designated market areas. We used adjusted logistic regression to identify correlates of noncombustible tobacco product use.Results. Of the sample, 96% were aware of at least 1 noncombustible tobacco product, but only 33% had used and 21% had purchased one. Noncombustible tobacco product use was associated with being male, non-Hispanic White, younger, and more nicotine dependent. Respondents used noncombustible tobacco products to cut down or quit cigarettes, but only snus was associated with a higher likelihood of making a quit at...","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1, 1, 0, 1, 0, 0, 1, 0, 0]","[0.9983822107315063, 0.9999986886978149, 1.2694599718088284e-06, 0.9999339580535889, 9.660824389357003e-07, 0.000345699954777956, 0.9998526573181152, 4.929029273625929e-07, 3.528452907630708e-06]"
126,"effects of the child and adolescent trial for cardiovascular health catch on fruit and vegetable intake Abstract The purpose of this article is to report the impact of the Child and Adolescent Trial for Cardiovascular Health (CATCH) on fruit and vegetable consumption of third-through fifth-grade children.The primary messages delivered in the CATCH interventions concerned dietary fat, dietary sodium, physical activity, and smoking. However, a significant portion of the classroom curricula, parental involvement programs, and food service changes were directed at promoting a generally healthful diet, including increasing fruit and vegetable intake. Therefore, it is of interest whether the general nutrition intervention was sufficient to effect an increase in intake of fruits and vegetables. Intakes were assessed using single, food-record-assisted 24-hour recalls at baseline and follow-up.The final sample size for paired baseline and follow-up recalls was 1186.The mean unadjusted daily intake of fruits and vegetables for the entire cohort at follow-up was 4.04 servings; for fruit it was 2.13 servings, and for vegetables it was 1.91 servings.The analyses of variance revealed no differences in fruit and vegetable consumption at follow-up due to site, sex, race, sex by race, condition by sex, condition by race, or condition by race by sex. Only the baseline servings of fruits and vegetables (F = 14.89; p","[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1, 1, 0, 1, 0, 1, 0, 0, 0]","[0.9999938011169434, 0.9999986886978149, 6.762932116544107e-07, 0.8105863332748413, 6.232980354070605e-07, 0.7769176363945007, 2.3103298190108035e-06, 5.802041300739802e-07, 5.214229076955235e-06]"
127,"couple oriented education and support intervention effects on individuals with osteoarthritis and their spouses Objective: To determine whether a couple-oriented intervention for osteoarthritis (OA) was more efficacious than a patient-oriented intervention and whether each intervention was more efficacious than usual medical care. Research Design: 242 older adults with OA and their spouses were randomly assigned to patient-oriented education and support, couple-oriented education and support, or usual care. Results: Intent-to-treat analyses indicated no significant differences between the 3 study conditions in outcomes for individuals with OA or their spouses. Completers analyses showed that at the 6-month follow-up, contrary to prediction, individuals with OA who received the patient-oriented intervention reported greater reductions in pain and improvements in physical function than those who received the couple-oriented intervention. At the postintervention assessment, spouses who received the coupleoriented intervention reported greater reductions in stress and a trend toward less critical attitudes than spouses of individuals with OA who received the patient-oriented intervention. Moderator analyses indicated that female spouses and spouses with high marital satisfaction who received the couple-oriented intervention also experienced better outcomes in terms of depressive symptoms and caregiver mastery. Conclusions: A couples approach to education and support for OA may offer no advantage for individuals with OA but may prove helpful for spouses, thereby indirectly benefiting individuals with OA over time.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 0, 0, 0, 0]","[0.9984123706817627, 2.5366430236317683e-06, 8.365190069525852e-07, 0.9999079704284668, 6.171277959765575e-07, 0.00042888824827969074, 1.5734567568870261e-06, 0.0016910398844629526, 0.0033062950242310762]"
