,Text,Ground truth,Prediction,Probability
32,"iron deficiency anemia higher prevalence in mexican american than in non hispanic white females in the third national health and nutrition examination survey 1988 1994 the american journal of clinical nutrition Background Mexican American females have a higher prevalence of iron deficiency than do non-Hispanic white females. Objective The objective was to estimate the prevalence of iron deficiency anemia and examine potential reasons for this difference between Mexican American (n = 1194) and non-Hispanic white (n = 1183) females aged 12-39 y. Design We used data from the third National Health and Nutrition Examination Survey (1988-1994). Iron deficiency anemia was defined as abnormal results from >/=2 of 3 tests (erythrocyte protoporphyrin, transferrin saturation, and serum ferritin) and a low hemoglobin concentration. We used multiple logistic regression to adjust for factors that were more prevalent in Mexican American females and significantly associated with iron deficiency anemia. Results The prevalence of iron deficiency anemia was 6.2 +/- 0.8% (f1.gif BORDER= 0 > +/- SE) in Mexican American females and 2.3 +/- 0.4% in non-Hispanic white females. Mean dietary iron intake, mean serum vitamin C concentrations, and the proportion of females using oral contraceptives were similar in the 2 groups. Age 3.0, however, the prevalence of iron deficiency anemia was 2.6 +/- 0.9% in Mexican American and 1.9 +/- 0.6% in non-Hispanic white females (NS). Conclusion Although much of the ethnic disparity in iron deficiency anemia remains unexplained, factors associated with household income may be involved.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.019980696961283684, 0.9685316681861877, 0.04326226934790611, 0.1774308681488037, 0.01374248880892992, 0.03612371161580086, 0.04535095766186714, 0.008815040811896324, 0.018730508163571358]"
33,"evaluation of a promotional strategy to increase bicycle helmet use by children pediatrics Bicycle-related head injuries are an important cause of death and disability, despite the availability of helmets. The objective of this study was to evaluate the effectiveness of a school-based bicycle helmet promotion program in increasing helmet use by children while controlling for secular trends. Two high-income and two low-income schools in an urban Canadian community were selected to receive a bicycle helmet promotion intervention, with the remaining 18 schools serving as controls. Approximately 1800 observations of bicycling children were made at randomly selected observational sites 2 to 5 months after the intervention to assess changes in behavior. Helmet use at all observation sites tripled from 3.4% (1990, preintervention) to 16% (1991, postintervention). In the high-income intervention area, observed helmet use rose dramatically from 4% to 36% in contrast to the more modest increase in the high-income control area from 4% to 15%. In the low-income intervention area, there was a modest increase from 1% to 7%, but it did not differ from the increase in the low-income control area from 3% to 13%. The program was highly successful in children of high-income families but not in children of low-income families. Developing strategies for low-income families remains a priority.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.12053894251585007, 0.27122989296913147, 0.006655327510088682, 0.11673380434513092, 0.005708412732928991, 0.039697423577308655, 0.9767539501190186, 0.011614685878157616, 0.05630907043814659]"
34,"can the uptake of breast screening by asian women be increased a randomized controlled trial of a linkworker intervention journal of public health This study investigates the effectiveness of a linkworker intervention, giving encouragement and explanations about breast screening, on the subsequent attendance for screening by Asian women. The control group received no visits. The study population comprised all women with Asian names, from a batch of general practices where high proportions of patients were Asian, who were invited for screening. It was found that 59 per cent of the intervention group could be contacted by linkworkers. No difference in attendance was found between the intervention and control groups (49 per cent and 47 per cent). Twenty-five per cent of women were permanently or temporarily not resident at the invitation address. Attendance for screening was related to length of stay in the United Kingdom. This type of intervention was not a successful strategy for promoting uptake by Asian women, and indicates that it is essential to evaluate rigorously projects with such objectives.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0.01857375167310238, 0.9633426070213318, 0.026120943948626518, 0.5493518114089966, 0.05294147506356239, 0.03979159891605377, 0.7593238353729248, 0.023263774812221527, 0.9216371774673462]"
35,"reasons underlying low fish consumption where availability is not an issue a case study in brazil one of the world s largest fish producers journal of sensory studies This research investigated consumer behavior toward fish in a population with low fish consumption, using the theory of planned behavior. A questionnaire was run on a sample of 200 fish consumers in the city of Rio Grande (RS, Brazil). The low frequency of fish consumption could be due to different barriers: a perceived difficulty in buying, preparing, cooking, the belief that it is expensive or the unpleasant sensory properties linked to fish (fishbones or smell). But there can also be cultural parameters determining habits and low consumption. Exploring the individual factors that determine fish consumption makes it possible to develop public policy strategies. Results showed that attitudes toward eating fish, subjective norms and perceived behavioral control all had a significant positive influence on the intention to eat fish. Intention and attitude both proved significant determinants of fish consumption frequency, with attitude inversely correlated to fish consumption. Habit appeared as an important discriminating variable for the consumption of fish. The findings show that the sampled population could be potentially bigger consumers of fish with the correct promotion strategies. The Brazilian government should plan campaigns to promote the habit of eating fish that use the idea of health-consciousness, target younger people and increase the appeals to give the family healthy food. Practical Applications The practical application of the theory of planned behavior as a tool to study a population with low fish consumption is that it aids the understanding of the factors and barriers influencing this behavior and facilitates planning for future changes in eating behavior.","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.9738655686378479, 0.5397611260414124, 0.29708465933799744, 0.01720261573791504, 0.04151855409145355, 0.9028048515319824, 0.09750296175479889, 0.01147279143333435, 0.03213014453649521]"
36,"inequities in valuation of benefits choice of drugs and mode of payment for malaria treatment services provided by community health workers in nigeria american journal of tropical medicine and hygiene This study determined inequities of using community health workers (CHWs) for timely and appropriate treatment of malaria in terms of: 1) valuation of benefits; 2) actual purchase of drugs; and 3) payment modality in southeast Nigeria. Socioeconomic status (SES) influenced the valuation of benefits. Also, the poorest households consumed more of the cheaper drug and less of the more expensive drug (P < 0.05). The least poor households mostly paid in full, whereas the poorest households paid mostly through installments (P < 0.05). The use of CHWs improved overall geographic but not socioeconomic equity to the drugs. Hence, interventions for timely and appropriate treatment of malaria should be accompanied by drug delivery and payment strategies that would ensure SES equity in consumption of appropriate malaria treatment services.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.8998277187347412, 0.08410538733005524, 0.3872433602809906, 0.08203527331352234, 0.04932238161563873, 0.9561488032341003, 0.9808555245399475, 0.020403239876031876, 0.28775984048843384]"
37,"randomised controlled trial of a lay led self management programme for bangladeshi patients with chronic disease british journal of general practice Background Reducing the impact of chronic disease in minority ethnic groups is an important public health challenge. Lay-led education may overcome cultural and language barriers that limit the effectiveness of professionally–led programmes. We report the first randomised trial of a lay-led self-management programme — the Chronic Disease Self-Management Programme (CDSMP) (Expert Patient Programme) — in a south Asian group. Aim To determine the effectiveness of a culturally-adapted lay–led self-management programme for Bangladeshi adults with chronic disease. Design of study Randomised controlled trial. Setting Tower Hamlets, east London. Method We recruited Bangladeshi adults with diabetes, cardiovascular disease, respiratory disease or arthritis from general practices and randomised them to the CDSMP or waiting-list control. Self-efficacy (primary outcome), self-management behaviour, communication with clinician, depression scores, and healthcare use were assessed by blinded interviewer-administered questionnaires in Sylheti before randomisation and 4 months later. Results Of the 1363 people invited, 476 (34%) agreed to take part and 92% (439/476) of participants were followed up. The programme improved self-efficacy (difference: 0.67, 95% confidence interval [CI] = 0.08 to 1.25) and self-management behaviour (0.53; 95% CI = 0.01 to 1.06). In the 51% (121/238) of intervention participants attending three or more of the 6-weekly education sessions the programme led to greater improvements in self-efficacy (1.47; 95% CI = 0.50 to 1.82) and self-management behaviour (1.16; 95% CI = 0.50 to 1.82), and reduced HADS depression scores (0.64; 95% CI = 0.07 to 1.22). Communication and healthcare use were not significantly different between groups. The programme cost £123 (€181) per participant. Conclusion A culturally-adapted CDSMP improves self-efficacy and self-care behaviour in Bangladeshi patients with chronic disease. Effects on health status were marginal. Benefits were limited by moderate uptake and attendance.","[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10190848261117935, 0.9946014881134033, 0.022021213546395302, 0.2520608603954315, 0.03377113863825798, 0.02073715813457966, 0.05316728353500366, 0.019554272294044495, 0.21182744204998016]"
38,"testing an integrated model of the theory of planned behaviour and self determination theory for different energy balance related behaviours and intervention intensities british journal of health psychology Objectives The aim of the study was to test the relations between constructs from the self-determination theory (autonomous and controlled motivation), the theory of planned behaviour (attitudes, self-efficacy, and intentions), and behaviour change within a theoretically integrated model. Additionally, the aim was to test if these relations vary by behaviour (physical activity or dietary behaviour) or intervention intensity (frequency). Design. It was a randomized controlled trial with a ‘usual care’ condition (medical screening only) and an intervention condition (medical screening+access to a website and coaching). Participants in the latter condition could freely determine their own intervention intensity. Methods. Participants (N= 287) completed measures of the theoretical constructs and behaviour at baseline and after the first intervention year (N= 236). Partial least squares path modelling was used. Results. Changes in autonomous motivation positively predicted changes in self-efficacy and intentions towards a healthy diet. Changes in controlled motivation positively predicted changes in attitudes towards physical activity, changes in self-efficacy, and changes in behavioural intentions. The intervention intensity moderated the effect of self-efficacy on intentions towards physical activity and the relationship between attitude and physical activity. Changes in physical activity were positively predicted by changes in intentions whereas desired changes in fat intake were negatively predicted by the intervention intensity. Conclusions Important relations within the theoretically integrated model were confirmed but others were not. Moderation effects were found for behaviour and intervention intensity.","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.9881975054740906, 0.7939203977584839, 0.52076256275177, 0.3975338339805603, 0.03100808523595333, 0.9221418499946594, 0.055352162569761276, 0.015970081090927124, 0.02053111419081688]"
39,"most functional outcomes are similar for men and women after hip fracture a secondary analysis of the enhancing mobility after hip fracture trial bmc geriatrics The impact of gender on functional outcomes after hip fracture is not known. We aimed to determine the extent to which gender influenced functional outcome and response to exercise in older people after hip fracture, and to determine if any differences persisted after adjusting for cognition, weight and age. Secondary analysis of data from the Enhancing Mobility After Hip Fracture trial in which older people after hip fracture received either a lower or higher intensity exercise program. Functional outcomes included physical performance and self-reported measures. Regression models were used to compare genders at baseline, week 4 and week 16, with adjustment for baseline values, cognition, weight and age. Interaction terms were used to assess a differential impact of the intervention by gender. Outcome data were available for 160 participants, 30 men (19%) and 130 women (81%) at baseline, with the withdrawal of 4 men (13%) and 6 women (5%) at week 16. There were no gender differences for any baseline measures or for most of the 19 functional outcome measures at weeks 4 and 16. At week 4 men performed better in knee extensor strength (2.1kg, 95% CI 0.6 to 3.7, p < 0.01). This difference did not persist after adjustment for body weight, however persisted after adjusting for baseline, cognition, and age (p = 0.038). At week 4, men performed better in coordinated stability (-10.0 error score, 95% CI -17.6 to -2.4, p=0.010) and this persisted after adjusting for baseline values only but not for cognition and age (p = 0.073). At week 16, men performed better in coordinated stability (-10.2 error score, 95% CI -18.4 to -1.9, p=0.016) and this persisted after adjusting only for cognitive impairment (p = 0.029) but not for age and baseline (p = 0.135). There was no indication of a differential impact of intervention type on the basis of gender. A few between gender differences were observed in strength and balance, however these appeared to be confounded by body weight, age and/or cognition.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.9154353141784668, 0.25773268938064575, 0.07392124086618423, 0.9297419786453247, 0.06771593540906906, 0.08209101110696793, 0.0805009976029396, 0.6191621422767639, 0.9619464874267578]"
40,"socioeconomic status and cancer survival in ontario journal of clinical oncology BACKGROUND AND PURPOSEIt is known that the socioeconomic status (SES) of the patient is associated with cancer survival in the United States. The purpose of this study was to determine whether the association between SES and survival is also present in Canada, a society with a comprehensive, universal, health insurance program.METHODSA population-based cancer registry was used to identify the 357,530 cases of invasive cancer diagnosed in the Canadian province of Ontario between 1982 and 1991. Information from the 1986 Canadian census was linked to the registry and used to describe the SES of the area in which each patient resided. Cox regression was used to describe the association between median household income and survival while controlling for age, sex, and the region in which the patient resided. The Cox model was fitted in a competing risk framework to assess the association between income and the probability of specific causes of death.RESULTSLung cancer and cancers of the head and neck region were...","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.012215770781040192, 0.05515424162149429, 0.032506413757801056, 0.022354602813720703, 0.01723216287791729, 0.19916264712810516, 0.9468674063682556, 0.01714063435792923, 0.04032576456665993]"
41,"promoting handwashing behavior in peru the effect of large scale mass media and community level interventions social science research network This brief summarizes the results of a gender impact evaluation study, entitled Promoting hand washing behavior in Peru : the effect of large-scale mass-media and community level interventions, conducted between September 2009 and November 2010 in Peru. The study observed the impact of large-scale intervention that includes a mass media provincial campaign and a district-level community component on hand washing knowledge or hand washing behavior on the household level. The mass media intervention alone was not effective in reaching the targeted population with hand washing messages and failed to improve knowledge and beliefs of mothers and caregivers around hand washing behavior. The district level interventions were effective at getting their message to the target audience. The treated group was 19.4 percent more likely to report having received the messages. Care givers knowledge about hand washing increased by 6 percent and the availability of soap and water within the household increased by 8.4 percent. These changes did not lead to better child health including prevalence of parasites and bacteria. Funding for the study derived from the Water and Sanitation Project.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.9907337427139282, 0.08065716922283173, 0.0498313270509243, 0.4552786648273468, 0.017827685922384262, 0.48741188645362854, 0.8940046429634094, 0.01347305253148079, 0.08342047035694122]"
42,"fortifying milk with ferrous gluconate and zinc oxide in a public nutrition program reduced the prevalence of anemia in toddlers journal of nutrition We aimed to assess the efficacy of whole cow s milk fortified with ferrous gluconate and zinc oxide, along with ascorbic acid, in reducing the prevalence of anemia and improving iron status of low income children 10-30 mo of age. Healthy children were randomly assigned to drink 400 mL/d of cow s whole milk, either fortified milk (FM) with 5.8 mg/400 mL of iron as ferrous gluconate, 5.28 mg/400 mL of zinc as zinc oxide, and 48 mg/400 mL of ascorbic acid, or nonfortified milk (NFM) with 0.2 mg iron/400 mL, 1.9 mg zinc/400 mL, and 6.8 mg ascorbic acid/400 mL. Hemoglobin, serum ferritin, soluble transferrin receptors (TfR), and C-reactive protein concentrations were measured at baseline and 6 mo after intervention. The prevalence of anemia declined from 41.4 to 12.1% (P < 0.001), or 29 percentage points, in the FM group; there was no change in the NFM group. Hemoglobin (coefficient = 0.22, P < 0.01) was positively and TfR (coefficient = -0.29, P < 0.001) negatively associated with treatment, controlling for their respective baseline values, age, and gender. Treatment with FM was negatively associated with the likelihood of being anemic (pseudo R(2) = 0.085, P < 0.03) after 6 mo of intervention. Ferrous gluconate added to whole cow s milk as a fortificant along with ascorbic acid is efficacious in reducing the prevalence of anemia and in improving iron status of Mexican toddlers. The results of this study lead to broadening a subsidized FM distribution program to 4.2 million beneficiary children 1-11 y of age in Mexico.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.9967824220657349, 0.2855760455131531, 0.20513273775577545, 0.9389801025390625, 0.019555246457457542, 0.14236730337142944, 0.7324644327163696, 0.03735470771789551, 0.02166459895670414]"
43,"change in junior high school students aids related knowledge misconceptions attitudes and hiv preventive behaviors effects of a school based intervention aids education and prevention A school-based AIDS-prevention program for junior high school students was developed and implemented in an inner-city area in northern California that serves predominantly African-American and Asian students. The curriculum, taught by science teachers, consisted of twelve classroom sessions using both didactic and interactive exercises covering sex education, HIV biology, drug use, decision-making and refusal skills, and public response to AIDS and community resources. Changes from baseline of self-reported responses to questions on pre- and posttests concerning AIDS knowledge and misconceptions, tolerance toward persons with AIDS, and high-risk behaviors were compared between intervention and control schools. Students in the intervention schools had a significant increase in AIDS knowledge (p < .0001) and became more tolerant of people with AIDS (p < .001) compared with students in the control school. Changes in high risk behavior could not be detected, perhaps due to the small number of sexually active students (24% of the sample). Students who increased their AIDS knowledge (p < .0001) as a result of the intervention became more tolerant of people with AIDS. A school-based HIV-prevention curriculum, taught by trained classroom teachers, can modify middle adolescents HIV-related knowledge about the casual transmission of HIV, and their attitudes toward persons with AIDS.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.22074094414710999, 0.7418139576911926, 0.010286957025527954, 0.013762900605797768, 0.028712688013911247, 0.004592433571815491, 0.5120822191238403, 0.005884275306016207, 0.28024643659591675]"
44,"emphasizing the losses or the gains comparing situational and individual moderators of framed messages to promote fruit and vegetable intake appetite Health messages are a commonly used way to promote changes in dietary habits but their efficacy could be enhanced by strategies such as the way in which the presented arguments are framed. This study aimed to test the effectiveness of framed messages (gain vs. loss) on behavioural intention and fruit and vegetable (FV) intake, comparing predictions based on prominent theoretical perspectives on message framing (function of the health behaviour and recipients motivational orientation) and by further exploring the role of baseline intentions as a potential moderator of the framing effects. Undergraduate students (N = 180) completed the three assessment points in time. At baseline, individual moderators (motivational orientation and intentions) and fruit and vegetable intake were assessed. One week later, participants were randomly assigned to the loss or gain-framed message and indicated their intentions for FV intake the following week. A week later, FV intake over the previous week was assessed. The gain-frame was not conducive, per se, to higher intentions or behaviour. Having intention as the outcome, only baseline intentions moderated the effects of message frame. When considering FV intake as the outcome, both motivational orientation and baseline intentions moderated the effects of message frame, with the loss-frame promoting higher FV intake among individuals who were prevention-oriented and had higher baseline intentions. Findings suggest that the success of framed messages for FV intake depends upon the recipient s characteristics, such as motivational orientation, baseline intentions, and cultural background, with implications for health communication interventions.","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.9310627579689026, 0.9318415522575378, 0.13078975677490234, 0.053948335349559784, 0.014142338186502457, 0.8478968143463135, 0.12796947360038757, 0.00972199160605669, 0.02074560336768627]"
45,nan,"[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5108314752578735, 0.29376253485679626, 0.149093896150589, 0.5181043148040771, 0.06084851175546646, 0.23150017857551575, 0.4665403366088867, 0.05167672410607338, 0.39679408073425293]"
46,"a spatial equity analysis of a public health intervention a case study of an outdoor walking group provider within local authorities in england international journal for equity in health If an intervention is not well spatially targeted, appropriate levels of uptake, efficacy, long-term compliance and improved health outcomes are unlikely to be attained. Effective health interventions should seek to achieve not only absolute improvements in health but also to reduce inequity. There is often a disparity whereby preventative interventions are more likely to be successful amongst the more affluent, a process which has been coined the ‘inverse prevention law’. Physical inactivity is known to be socially patterned and disproportionately prevalent in disadvantaged communities yet there is a lack of clear evidence on which interventions have the potential to influence inequity. Walking groups have been found to have multiple health benefits and increase physical activity. In England the major facilitator is a not for profit organisation which has 70,000 regular walkers and is lay led with 10,000 volunteers. The aim of this study was to evaluate the extent to which walking groups operated in those places with the greatest health need and whether consequently the scheme has the potential to influence health inequity. The work used a spatial approach whereby geographical variations in walking group provision within the 326 local authorities in England (mean population 163,410) were linked to health and socio-economic measures of population need. Generally, greater need was not associated with higher provision of the walking group intervention. Although the magnitude of differences was small, provision of the intervention tended to be poorest in those local authorities with the greatest health need, as measured by our indicators. Without targeting those areas with greater health and socio-economic need, there is a concern that walking groups may not be set up in areas that need them most. There is therefore a potential that this intervention could, albeit in a small way, widen inequity between local authorities. However small-scale and well-intentioned, interventions need to be evaluated for their potential impact on inequity.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.1745511293411255, 0.015900541096925735, 0.013648475520312786, 0.736270010471344, 0.009034561924636364, 0.017496641725301743, 0.21052804589271545, 0.02376343496143818, 0.8574925661087036]"
47,"difference in insulin usage patterns with pubertal development in children with type 1 diabetes during transition from multiple daily injections to continuous subcutaneous insulin infusion csii and through the csii treatment diabetes technology & therapeutics Abstract Objective: This study analyzed the changes in insulin requirement in the transition from multiple daily injections (MDI) to continuous subcutaneous insulin infusion (CSII) and the differences through the CSII treatment in pediatric patients in different pubertal developmental stages. Methods: We analyzed, through a longitudinal retrospective study, the insulin usage patterns and glycemic control of 40 patients with type 1 diabetes on CSII treatment for 12 months. The patients were subdivided in three groups: group A, 13 prepubertal subjects (Tanner stage I); group B, 15 pubertal subjects (Tanner stage II–IV); and group C, 12 postpubertal subjects (Tanner stage V). Results: During the transition from MDI to CSII, the insulin requirements decreased significantly by 21 ± 5% (0.89 ± 0.26 U/kg/day vs. 0.70 ± 0.11 U/kg/day). Through the CSII treatment the percentage of total daily insulin delivered as the basal rate in groups A, B, and C was 54–60%, 52–54%, and 52–54%, respectively. The number of basal...","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9120546579360962, 0.04049558937549591, 0.08819029480218887, 0.9106928110122681, 0.005133417434990406, 0.05733814463019371, 0.011991357430815697, 0.006591488607227802, 0.020361842587590218]"
48,"under representation of women on dental journal editorial boards plos one Introduction Each journal’s editorial and advisory board plays a critical role in resolving gender bias in the peer-review and publication process. Thus, this study aimed to quantify women’s participation in editorial and advisory boards of major dental journals. Gender data on editorial and advisory boards were extracted from major dental journals, which were then categorized by journal specialty focus. The gender of the editor-in-chief and associate editor-in-chief was noted to assess the effect of journal leadership on women’s participation in journal boards. For comparison purposes, data were also obtained regarding the percentage of women faculty for each dental specialty. Results Overall, in the major 69 dental journals, 14.8% of editorial board members were women. An one-way ANOVA analysis revealed statistically significant gender differences between journal specialty categories (p = 0.003) with some dental specialties’ journals demonstrating a relatively high participation of women as editorial board members. There was a significant positive correlation for various dental specialties between women’s representation in editorial and advisory boards and women in similar dental academic specialties (p = 0.02, r2 = 0.55). Furthermore, there was a positive correlation between the presence of women in journal editorial leadership and the percentage of women serving as advisory board members (p = 0.03). Our results confirmed that the under-representation of women on dental journal editorial boards was significantly different between dental science specialties. When there were more women in journal editorial leadership positions, there was a higher participation of women as editorial and advisory board members. Journals should increase the numbers of women on editorial boards in order to secure diversity, improve publication quality and recognize women’s contribution to dental science.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04185106232762337, 0.06221641227602959, 0.019621683284640312, 0.9916884303092957, 0.012450046837329865, 0.040996674448251724, 0.01814473234117031, 0.030827617272734642, 0.04429873451590538]"
49,"outcome of an osteoarthritis education program for low literacy patients taught by indigenous instructors patient education and counseling A 10-h osteoarthritis education course was developed and evaluated for older low-income patients with osteoarthritis. Indigenous community leaders were trained to teach the course within inner-city neighborhoods of Hartford, Connectiout. Significant differences were obtained using a quasi-experimental group, pre/post-test design. There was a significant increase in knowledge (P < 0.001) both on a verbal knowledge test and a picture story test (P < 0.001). There was a significant increase in scores on an exercise scale (P < 0.001). Attitude toward one s illness improved. There was a slight improvement in function which was not significant. Use of adaptive equipment increased as a direct result of the program. The course was well accepted and enjoyed by the participants.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.7859441041946411, 0.9947222471237183, 0.10611134022474289, 0.2345997542142868, 0.01945602335035801, 0.5592775940895081, 0.9349967837333679, 0.057265251874923706, 0.016115443781018257]"
50,"the sustainability and impact of school sanitation water and hygiene education in southern india waterlines For at least 50 years ‘hygiene education’ or more currently ‘hygiene promotion’ campaigns in schools, along with ‘school sanitation’ have been an unquestioned ‘essential element’ of water and sanitation promotion. This study describes a set of findings and conclusions that call into question the ‘obvious logic’ of school hygiene and sanitation promotion as currently practised. The overwhelming majority of ‘trained’ pupils do not in fact wash their hands with soap after using the toilet and before eating (even though the importance of such practices is well established and has almost certainly been emphasized in hygiene classes) and open defecation still appears to be relatively widespread even in intervention schools. This research therefore presents important findings for water, sanitation and hygiene in general and in the schools sector.","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.952970564365387, 0.00983829703181982, 0.6658910512924194, 0.24313396215438843, 0.09655440598726273, 0.3464173376560211, 0.07102435827255249, 0.01573973149061203, 0.022502901032567024]"
51,"cancer disparities research partnership in lakota country clinical trials patient services and community education for the oglala rosebud and cheyenne river sioux tribes american journal of public health Native Americans served by the Aberdeen, Billings, and Bemidji areas of the Indian Health Service (IHS) have a cancer mortality rate approximately 40% higher than that of the overall US population. The National Cancer Institute has funded Rapid City Regional Hospital to provide clinical trials, behavioral research, a genetic protocol, patient navigator services (assisting patients with health care coordination and financial issues and helping them to understand their options), and community education for members of 3 western South Dakota tribes. Challenges faced by the project included obtaining multiple approvals from 3 tribes, 4 IHS facilities, and 5 institutional review boards; travel distances; lack of screening; red tape of referrals; and refusal by some payers to cover clinical trials. Building trust through ongoing communication and community presence is key to a successful project.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.2977289855480194, 0.9629477858543396, 0.016526727005839348, 0.006496460177004337, 0.017176121473312378, 0.03989763930439949, 0.7777413725852966, 0.017212454229593277, 0.055143892765045166]"
52,"a randomized community trial to increase mammography utilization among low income women living in public housing preventive medicine Background.A randomized trial was conducted to evaluate the impact of a community-based intervention on mammography use among low-income women living in public housing. Methods.All 41 public housing high-rise buildings were randomized to treatment and delayed treatment (control) conditions. After a cross-sectional baseline survey, an intervention called Friend to Friend was conducted in the treatment buildings by American Cancer Society and building resident volunteers. The intervention consisted of a health professional talk, small group discussions, and an opportunity to request assistance in obtaining a mammogram or mammogram reminder. A second cross-sectional survey was conducted to measure differences in screening rates between the study groups. Results.Participation in the intervention averaged 27%. The study groups were equivalent at baseline. At follow-up, the proportion of women age 50–79 years who reported mammography screening in the previous 15 months was significantly higher in the treatment group (64%) than in the control group (52%). Breast cancer knowledge, attitudes, and beliefs did not differ between groups. Conclusions.These findings suggest that a multidimensional intervention which reaches women within their social environment and uses community volunteers can increase mammography utilization among women in public housing.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.5135231018066406, 0.6521677374839783, 0.028854185715317726, 0.11400400102138519, 0.02538272738456726, 0.1683492660522461, 0.9977772831916809, 0.07875215262174606, 0.06249644607305527]"
